iteration,click_time,start_time,end_time,bright_time,bright_time_2,xshm_start_time,xshm_end_time,yalmd_latency,vblanks
22,4684971885,4684972875,4684982635,4684987443,4684987858,4684974139,4684982634,17002,4683900265;4683904423;4683908563;4683912768;4683916860;4683921088;4683925192;4683929418;4683933556;4683937684;4683942129;4683946041;4683950266;4683954378;4683958543;4683962767;4683966900;4683971015;4683975237;4683979345;4683983567;4683987682;4683991851;4683996051;4684000180;4684004384;4684008599;4684012699;4684016899;4684021008;4684025227;4684029420;4684033511;4684037708;4684041915;4684046007;4684050212;4684054413;4684058513;4684062714;4684066936;4684071036;4684075222;4684079344;4684083553;4684087750;4684091845;4684096045;4684100239;4684104353;4684108548;4684112667;4684116862;4684121073;4684125165;4684129361;4684133593;4684137685;4684141894;4684146092;4684150186;4684154398;4684158594;4684162705;4684166909;4684171018;4684175210;4684179425;4684183529;4684187740;4684191842;4684196043;4684200264;4684204363;4684208559;4684212758;4684216869;4684221072;4684225188;4684229385;4684233571;4684237685;4684241878;4684246011;4684250215;4684254416;4684258515;4684262716;4684266912;4684271012;4684275202;4684279396;4684283520;4684287713;4684291924;4684296046;4684300241;4684304338;4684308540;4684312662;4684316854;4684321062;4684325263;4684329366;4684333591;4684337688;4684341878;4684346076;4684350202;4684354392;4684358597;4684362703;4684366900;4684371092;4684375214;4684379418;4684383528;4684387738;4684391836;4684396042;4684400248;4684404353;4684408549;4684412760;4684416865;4684421068;4684425175;4684429378;4684433572;4684437683;4684441920;4684446000;4684450188;4684454398;4684458497;4684462708;4684466893;4684471021;4684475236;4684479332;4684483526;4684487748;4684491841;4684496044;4684500236;4684504351;4684508550;4684512760;4684516892;4684521013;4684525209;4684529406;4684533503;4684537699;4684541917;4684546031;4684550257;4684554363;4684558509;4684562707;4684566906;4684571015;4684575207;4684579419;4684583518;4684587720;4684591839;4684596075;4684600172;4684604381;4684608583;4684612688;4684616882;4684621081;4684625190;4684629416;4684633519;4684637724;4684641925;4684646014;4684650232;4684654328;4684658529;4684662722;4684666922;4684671019;4684675220;4684679425;4684683512;4684687712;4684691919;4684696050;4684700242;4684704350;4684708551;4684712755;4684716852;4684721062;4684725169;4684729364;4684733583;4684737680;4684741887;4684746081;4684750216;4684754412;4684758498;4684762684;4684766906;4684771004;4684775192;4684779413;4684783531;4684787720;4684791834;4684796044;4684800263;4684804379;4684808565;4684812756;4684816863;4684821061;4684825163;4684829368;4684833585;4684837672;4684841889;4684845990;4684850187;4684854399;4684858500;4684862705;4684866901;4684870999;4684875200;4684879420;4684883518;4684887727;4684891919;4684896040;4684900236;4684904349;4684908544;4684912755;4684916862;4684921059;4684925182;4684929377;4684933585;4684937683;4684941939;4684945990;4684950206;4684954335;4684958552;4684962656;4684966853;4684971000;4684975264;4684979397;4684983562;4684987675;
23,4686000972,4686001841,4686011630,4686016727,4686016972,4686003775,4686011629,15932,4685404332;4685408559;4685412687;4685416907;4685421035;4685425174;4685429418;4685433547;4685437681;4685441915;4685446058;4685450204;4685454341;4685458573;4685462727;4685466853;4685471056;4685475201;4685479328;4685483568;4685487706;4685491856;4685495990;4685500155;4685504399;4685508560;4685512708;4685516870;4685521002;4685525161;4685529362;4685533551;4685537816;4685541826;4685546032;4685550233;4685554318;4685558525;4685562729;4685566816;4685571019;4685575226;4685579324;4685583525;4685587712;4685591824;4685596053;4685600244;4685604367;4685608573;4685612671;4685616871;4685621071;4685625169;4685629368;4685633575;4685637670;4685641866;4685645991;4685650209;4685654409;4685658520;4685662728;4685666819;4685671013;4685675219;4685679314;4685683519;4685687713;4685691910;4685696053;4685700145;4685704354;4685708573;4685712673;4685716863;4685721064;4685725161;4685729353;4685733574;4685737669;4685741878;4685746071;4685750186;4685754399;4685758506;4685762700;4685766907;4685771007;4685775200;4685779317;4685783505;4685787731;4685791824;4685796034;4685800240;4685804342;4685808554;4685812653;4685816856;4685821055;4685825168;4685829360;4685833572;4685837677;4685841875;4685846076;4685850188;4685854391;4685858529;4685862729;4685866831;4685871033;4685875230;4685879337;4685883536;4685887733;4685891821;4685896049;4685900241;4685904353;4685908558;4685912660;4685916865;4685921062;4685925168;4685929406;4685933504;4685937700;4685941899;4685946056;4685950240;4685954366;4685958510;4685962737;4685966882;4685971043;4685975185;4685979343;4685983478;4685987645;4685991879;4685996057;4686000187;4686004384;4686008569;4686012667;4686016809;
24,4687165203,4687166831,4687176547,4687179251,4687183694,4687168034,4687176547,15938,4686221075;4686225225;4686229386;4686233552;4686237739;4686241899;4686246019;4686250143;4686254320;4686258547;4686262674;4686266828;4686271061;4686275207;4686279334;4686283563;4686287694;4686291849;4686296073;4686300185;4686304371;4686308502;4686312674;4686316804;4686321062;4686325199;4686329323;4686333478;4686337701;4686341852;4686346014;4686350149;4686354312;4686358553;4686362712;4686366859;4686371016;4686375154;4686379396;4686383555;4686387676;4686391816;4686395972;4686400202;4686404354;4686408490;4686412650;4686416889;4686421011;4686425167;4686429403;4686433537;4686437683;4686441810;4686446026;4686450181;4686454328;4686458564;4686462723;4686466838;4686471067;4686475232;4686479367;4686483503;4686487644;4686491881;4686496038;4686500178;4686504305;4686508561;4686512677;4686516819;4686520975;4686525218;4686529368;4686533506;4686537647;4686541895;4686546028;4686550145;4686554330;4686558556;4686562714;4686566852;4686570991;4686575149;4686579390;4686583555;4686587698;4686591850;4686595984;4686600232;4686604375;4686608506;4686612657;4686616893;4686621017;4686625159;4686629383;4686633516;4686637681;4686641818;4686646037;4686650184;4686654330;4686658492;4686662733;4686666854;4686670976;4686675140;4686679386;4686683549;4686687682;4686691865;4686695987;4686700165;4686704334;4686708470;4686712711;4686716861;4686720989;4686725227;4686729385;4686733529;4686737686;4686741824;4686746007;4686750152;4686754308;4686758548;4686762707;4686766837;4686770972;4686775133;4686779372;4686783556;4686787676;4686791896;4686796036;4686800179;4686804338;4686808483;4686812720;4686816860;4686820996;4686825234;4686829380;4686833504;4686837639;4686841891;4686846025;4686850170;4686854325;4686858479;4686862726;4686866816;4686871044;4686875180;4686879337;4686883475;4686887725;4686891855;4686895992;4686900193;4686904351;4686908483;4686912706;4686916872;4686920995;4686925157;4686929389;4686933546;4686937696;4686941846;4686946015;4686950157;4686954336;4686958465;4686962638;4686966873;4686971050;4686975189;4686979346;4686983506;4686987695;4686991874;4686996044;4687000190;4687004348;4687008490;4687012652;4687016891;4687021031;4687025179;4687029331;4687033501;4687037644;4687041794;4687046045;4687050208;4687054351;4687058525;4687062645;4687066794;4687071063;4687075212;4687079370;4687083507;4687087664;4687091810;4687095987;4687100151;4687104389;4687108545;4687112694;4687116850;4687120983;4687125129;4687129383;4687133515;4687137648;4687141891;4687146033;4687150198;4687154348;4687158511;4687162654;4687166820;4687171027;4687175184;4687179377;4687183512;
25,4688029160,4688030810,4688040583,4688045619,4688046058,4688032381,4688040582,18379,4687387698;4687391794;4687396037;4687400143;4687404351;4687408554;4687412665;4687416878;4687420968;4687425171;4687429361;4687433496;4687437686;4687441880;4687446001;4687450195;4687454302;4687458511;4687462709;4687466812;4687471034;4687475127;4687479323;4687483523;4687487626;4687491821;4687496045;4687500145;4687504345;4687508456;4687512656;4687516881;4687520992;4687525191;4687529381;4687533494;4687537704;4687541829;4687546020;4687550214;4687554296;4687558487;4687562721;4687566818;4687571016;4687575226;4687579324;4687583515;4687587634;4687591847;4687596053;4687600140;4687604359;4687608456;4687612656;4687616859;4687620973;4687625174;4687629373;4687633473;4687637672;4687641883;4687645986;4687650183;4687654292;4687658494;4687662700;4687666796;4687671010;4687675208;4687679312;4687683518;4687687620;4687691835;4687696038;4687700132;4687704343;4687708559;4687712659;4687716858;4687720974;4687725180;4687729379;4687733475;4687737686;4687741798;4687745999;4687750188;4687754303;4687758508;4687762720;4687766819;4687771019;4687775211;4687779322;4687783508;4687787620;4687791814;4687796052;4687800152;4687804367;4687808463;4687812662;4687816855;4687820954;4687825154;4687829373;4687833474;4687837668;4687841897;4687846005;4687850193;4687854382;4687858503;4687862702;4687866803;4687871007;4687875213;4687879307;4687883495;4687887722;4687891811;4687896049;4687900148;4687904343;4687908551;4687912656;4687916859;4687920964;4687925154;4687929366;4687933459;4687937682;4687941789;4687946004;4687950202;4687954287;4687958501;4687962696;4687966817;4687971011;4687975215;4687979314;4687983529;4687987717;4687991826;4687996039;4688000152;4688004354;4688008464;4688012661;4688016857;4688020975;4688025163;4688029368;4688033545;4688037704;4688041861;4688046015;
26,4689063159,4689064799,4689075408,4689079083,4689083667,4689067384,4689075408,16805,4688250205;4688254338;4688258452;4688262703;4688266827;4688270957;4688275187;4688279344;4688283483;4688287616;4688291851;4688295972;4688300133;4688304374;4688308534;4688312682;4688316818;4688320958;4688325185;4688329314;4688333447;4688337700;4688341838;4688346001;4688350129;4688354380;4688358531;4688362662;4688366820;4688370944;4688375179;4688379343;4688383480;4688387642;4688391864;4688396034;4688400168;4688404285;4688408445;4688412683;4688416814;4688420962;4688425200;4688429332;4688433475;4688437611;4688441856;4688446002;4688450134;4688454293;4688458542;4688462665;4688466822;4688470944;4688475191;4688479330;4688483486;4688487645;4688491877;4688496053;4688500171;4688504303;4688508453;4688512694;4688516850;4688520986;4688525123;4688529377;4688533509;4688537645;4688541795;4688546033;4688550211;4688554323;4688558460;4688562615;4688566856;4688570949;4688575181;4688579340;4688583451;4688587697;4688591835;4688595970;4688600126;4688604379;4688608520;4688612661;4688616795;4688621034;4688625181;4688629301;4688633538;4688637682;4688641801;4688646037;4688650194;4688654348;4688658498;4688662633;4688666871;4688671026;4688675158;4688679286;4688683530;4688687675;4688691807;4688695960;4688700191;4688704339;4688708489;4688712614;4688716774;4688721016;4688725139;4688729375;4688733498;4688737630;4688741785;4688746026;4688750158;4688754298;4688758527;4688762646;4688766866;4688771013;4688775129;4688779371;4688783530;4688787659;4688791792;4688795941;4688800180;4688804295;4688808444;4688812670;4688816795;4688820941;4688825189;4688829323;4688833446;4688837694;4688841803;4688846024;4688850163;4688854318;4688858467;4688862625;4688866866;4688871023;4688875157;4688879282;4688883449;4688887663;4688891797;4688895959;4688900196;4688904342;4688908472;4688912651;4688916783;4688921021;4688925164;4688929285;4688933521;4688937682;4688941814;4688946006;4688950144;4688954298;4688958531;4688962658;4688966853;4688970978;4688975124;4688979354;4688983494;4688987656;4688991810;4688995959;4689000193;4689004352;4689008470;4689012609;4689016860;4689020990;4689025113;4689029270;4689033497;4689037627;4689041792;4689045945;4689050201;4689054346;4689058456;4689062612;4689066839;4689070991;4689075161;4689079304;4689083459;
27,4690302302,4690303793,4690314581,4690320821,4690321069,4690306404,4690314580,20449,4689287633;4689291880;4689295995;4689300174;4689304338;4689308473;4689312615;4689316767;4689321022;4689325174;4689329318;4689333449;4689337700;4689341830;4689345952;4689350098;4689354351;4689358527;4689362675;4689366841;4689370963;4689375145;4689379284;4689383436;4689387683;4689391822;4689395969;4689400099;4689404342;4689408503;4689412670;4689416816;4689420963;4689425106;4689429274;4689433517;4689437687;4689441804;4689445930;4689450189;4689454332;4689458470;4689462629;4689466766;4689471033;4689475178;4689479333;4689483459;4689487690;4689491805;4689495955;4689500183;4689504336;4689508491;4689512644;4689516774;4689521012;4689525178;4689529311;4689533456;4689537666;4689541829;4689545979;4689550107;4689554353;4689558501;4689562617;4689566862;4689571020;4689575160;4689579308;4689583452;4689587676;4689591820;4689595984;4689600101;4689604347;4689608461;4689612702;4689616854;4689620991;4689625133;4689629290;4689633528;4689637601;4689641845;4689645994;4689650139;4689654270;4689658525;4689662671;4689666818;4689670962;4689675111;4689679352;4689683496;4689687668;4689691813;4689695981;4689700146;4689704262;4689708503;4689712665;4689716801;4689720955;4689725192;4689729310;4689733438;4689737695;4689741818;4689745952;4689750105;4689754354;4689758498;4689762640;4689766789;4689770931;4689775171;4689779289;4689783450;4689787676;4689791812;4689795962;4689800135;4689804359;4689808488;4689812648;4689816792;4689821025;4689825164;4689829309;4689833479;4689837610;4689841851;4689845991;4689850106;4689854351;4689858502;4689862621;4689866860;4689871021;4689875158;4689879271;4689883498;4689887664;4689891788;4689895971;4689900135;4689904269;4689908516;4689912668;4689916789;4689920928;4689925191;4689929325;4689933481;4689937617;4689942123;4689945978;4689950161;4689954356;4689958444;4689962652;4689966828;4689971022;4689975112;4689979336;4689983435;4689987648;4689991762;4689995962;4690000186;4690004296;4690008487;4690012598;4690016757;4690020987;4690025188;4690029305;4690033516;4690037643;4690041796;4690046020;4690050127;4690054342;4690058452;4690062663;4690066770;4690070983;4690075102;4690079330;4690083439;4690087644;4690091853;4690095954;4690100165;4690104262;4690108481;4690112685;4690116780;4690120989;4690125186;4690129295;4690133498;4690137593;4690141799;4690145998;4690150098;4690154309;4690158513;4690162613;4690166819;4690171021;4690175116;4690179312;4690183425;4690187642;4690191848;4690195954;4690200156;4690204266;4690208461;4690212670;4690216773;4690220978;4690225186;4690229276;4690233473;4690237689;4690241785;4690245992;4690250100;4690254302;4690258515;4690262611;4690266819;4690270925;4690275136;4690279329;4690283433;4690287627;4690291831;4690295940;4690300138;4690304341;4690308458;4690312663;4690316774;4690320975;
28,4691998671,4691999777,4692010031,4692012536,4692016935,4692002212,4692010031,18699,4690687617;4690691821;4690695924;4690700152;4690704255;4690708465;4690712671;4690716771;4690720961;4690725170;4690729272;4690733476;4690737586;4690741789;4690746005;4690750104;4690754308;4690758415;4690762623;4690766848;4690770941;4690775163;4690779276;4690783479;4690787604;4690791815;4690795937;4690800142;4690804250;4690808465;4690812581;4690816791;4690820993;4690825097;4690829303;4690833502;4690837620;4690841825;4690845926;4690850127;4690854337;4690858437;4690862629;4690866830;4690870953;4690875171;4690879272;4690883478;4690887584;4690891831;4690895940;4690900152;4690904264;4690908466;4690912673;4690916795;4690920999;4690925099;4690929291;4690933493;4690937581;4690941804;4690945989;4690950160;4690954264;4690958457;4690962650;4690966774;4690970933;4690975158;4690979274;4690983482;4690987647;4690991793;4690995938;4691000167;4691004283;4691008494;4691012678;4691016794;4691020995;4691025110;4691029318;4691033423;4691037638;4691041790;4691046008;4691050111;4691054317;4691058430;4691062631;4691066763;4691070930;4691075159;4691079275;4691083432;4691087638;4691091752;4691095979;4691100084;4691104300;4691108444;4691112663;4691116776;4691120983;4691125090;4691129289;4691133490;4691137614;4691141822;4691145914;4691150132;4691154340;4691158456;4691162668;4691166763;4691171005;4691175108;4691179325;4691183432;4691187650;4691191750;4691195928;4691200153;4691204260;4691208468;4691212581;4691216789;4691220992;4691225090;4691229300;4691233510;4691237618;4691241837;4691245945;4691250179;4691254297;4691258508;4691262608;4691266813;4691270918;4691275119;4691279332;4691283438;4691287646;4691291841;4691295966;4691300176;4691304280;4691308497;4691312665;4691316764;4691320960;4691325183;4691329295;4691333506;4691337619;4691341820;4691345923;4691350141;4691354249;4691358442;4691362648;4691366761;4691370999;4691375108;4691379334;4691383443;4691387674;4691391792;4691395967;4691400142;4691404304;4691408453;4691412575;4691416828;4691420979;4691425122;4691429282;4691433424;4691437595;4691441829;4691446005;4691450145;4691454317;4691458465;4691462656;4691466754;4691471005;4691475139;4691479288;4691483461;4691487605;4691491787;4691495911;4691500083;4691504241;4691508496;4691512648;4691516816;4691520963;4691525097;4691529280;4691533426;4691537607;4691541741;4691545919;4691550158;4691554317;4691558485;4691562624;4691566755;4691570913;4691575161;4691579330;4691583457;4691587602;4691591771;4691596025;4691600171;4691604336;4691608460;4691612602;4691616748;4691620912;4691625083;4691629240;4691633406;4691637673;4691641807;4691645983;4691650144;4691654301;4691658434;4691662607;4691666755;4691670934;4691675082;4691679258;4691683446;4691687599;4691691771;4691695975;4691700133;4691704276;4691708449;4691712671;4691716789;4691720965;4691725113;4691729291;4691733475;4691737628;4691741780;4691745933;4691750102;4691754249;4691758409;4691762665;4691766834;4691770988;4691775159;4691779321;4691783488;4691787641;4691791793;4691795963;4691800091;4691804318;4691808482;4691812663;4691816797;4691820920;4691825073;4691829332;4691833492;4691837649;4691841806;4691845943;4691850113;4691854241;4691858420;4691862575;4691866747;4691870906;4691875166;4691879249;4691883400;4691887659;4691891809;4691895971;4691900154;4691904299;4691908479;4691912659;4691916810;4691920963;4691925113;4691929279;4691933424;4691937596;4691941750;4691945911;4691950138;4691954242;4691958413;4691962631;4691966823;4691970908;4691975161;4691979259;4691983457;4691987661;4691991756;4691995964;4692000075;4692004242;4692008455;4692012661;4692016767;
29,4693701657,4693702749,4693713018,4693716553,4693721115,4693705073,4693713018,18198,4692220955;4692225082;4692229276;4692233477;4692237581;4692241828;4692245945;4692250155;4692254299;4692258403;4692262624;4692266752;4692270974;4692275094;4692279318;4692283431;4692287650;4692291764;4692295977;4692300090;4692304305;4692308440;4692312653;4692316770;4692320983;4692325093;4692329327;4692333465;4692337569;4692341784;4692345895;4692350104;4692354315;4692358427;4692362645;4692366744;4692370971;4692375085;4692379318;4692383427;4692387646;4692391770;4692395974;4692400072;4692404270;4692408476;4692412591;4692416804;4692420910;4692425113;4692429229;4692433431;4692437640;4692441795;4692445909;4692450125;4692454239;4692458457;4692462600;4692466821;4692470937;4692475147;4692479270;4692483481;4692487650;4692491749;4692495959;4692500072;4692504288;4692508397;4692512609;4692516814;4692520981;4692525080;4692529309;4692533412;4692537620;4692541816;4692545919;4692550143;4692554238;4692558444;4692562557;4692566813;4692570959;4692575078;4692579308;4692583426;4692587639;4692591733;4692595944;4692600158;4692604268;4692608482;4692612589;4692616797;4692620913;4692625123;4692629258;4692633474;4692637596;4692641818;4692645923;4692650147;4692654282;4692658412;4692662612;4692666818;4692670930;4692675064;4692679271;4692683445;4692687657;4692691761;4692695974;4692700085;4692704301;4692708436;4692712646;4692716751;4692720966;4692725101;4692729310;4692733424;4692737566;4692741786;4692745988;4692750103;4692754221;4692758432;4692762639;4692766744;4692770966;4692775067;4692779316;4692783430;4692787636;4692791737;4692795950;4692800149;4692804269;4692808489;4692812591;4692816811;4692820931;4692825151;4692829270;4692833388;4692837601;4692841814;4692845916;4692850145;4692854253;4692858459;4692862563;4692866778;4692870912;4692875129;4692879241;4692883461;4692887564;4692891776;4692895895;4692900140;4692904248;4692908453;4692912564;4692916778;4692920983;4692925088;4692929318;4692933442;4692937634;4692941788;4692945890;4692950115;4692954220;4692958432;4692962651;4692966761;4692970981;4692975105;4692979321;4692983451;4692987563;4692991773;4692995891;4693000150;4693004261;4693008466;4693012580;4693016805;4693020906;4693025123;4693029222;4693033475;4693037578;4693041797;4693045907;4693050112;4693054325;4693058434;4693062650;4693066749;4693070958;4693075069;4693079290;4693083417;4693087637;4693091736;4693095965;4693100081;4693104293;4693108396;4693112636;4693116763;4693120973;4693125072;4693129292;4693133395;4693137637;4693141742;4693145886;4693150091;4693154309;4693158408;4693162616;4693166732;4693170945;4693175150;4693179277;4693183443;4693187578;4693191798;4693195929;4693200051;4693204258;4693208465;4693212572;4693216789;4693220894;4693225103;4693229312;4693233424;4693237641;4693241779;4693245883;4693250124;4693254227;4693258444;4693262644;4693266750;4693270958;4693275068;4693279272;4693283481;4693287587;4693291720;4693295926;4693300136;4693304255;4693308478;4693312592;4693316795;4693320899;4693325121;4693329224;4693333423;4693337629;4693341805;4693345924;4693350142;4693354251;4693358392;4693362602;4693366816;4693370919;4693375130;4693379231;4693383459;4693387568;4693391773;4693395887;4693400093;4693404306;4693408432;4693412558;4693416776;4693420886;4693425101;4693429308;4693433414;4693437627;4693441739;4693445887;4693450111;4693454222;4693458430;4693462644;4693466751;4693470967;4693475129;4693479239;4693483476;4693487579;4693491776;4693495897;4693500146;4693504253;4693508459;4693512589;4693516806;4693520913;4693525078;4693529299;4693533420;4693537583;4693541803;4693545906;4693550115;4693554237;4693558444;4693562558;4693566772;4693570881;4693575116;4693579232;4693583465;4693587582;4693591791;4693595915;4693600049;4693604267;4693608466;4693612579;4693616796;4693620895;4693625115;4693629229;4693633433;4693637598;4693641813;4693645922;4693650144;4693654255;4693658400;4693662625;4693666743;4693670960;4693675059;4693679268;4693683468;4693687581;4693691787;4693695892;4693700060;4693704251;4693708390;4693712602;4693716810;4693720919;
30,4695193015,4695194758,4695205149,4695208259,4695212651,4695197127,4695205148,19396,4693925090;4693929285;4693933373;4693937579;4693941792;4693945911;4693950133;4693954241;4693958431;4693962542;4693966761;4693970969;4693975084;4693979215;4693983431;4693987641;4693991737;4693995944;4694000057;4694004295;4694008407;4694012623;4694016761;4694020969;4694025084;4694029293;4694033406;4694037623;4694041729;4694045945;4694050079;4694054288;4694058401;4694062628;4694066753;4694070965;4694075067;4694079270;4694083382;4694087602;4694091735;4694095963;4694100081;4694104291;4694108396;4694112623;4694116741;4694120967;4694125068;4694129281;4694133395;4694137598;4694141709;4694145934;4694150045;4694154209;4694158418;4694162628;4694166734;4694170971;4694175103;4694179213;4694183432;4694187543;4694191748;4694195961;4694200078;4694204296;4694208393;4694212635;4694216752;4694220962;4694225069;4694229286;4694233382;4694237603;4694241718;4694245927;4694250133;4694254249;4694258463;4694262598;4694266802;4694270902;4694275124;4694279221;4694283445;4694287548;4694291755;4694295972;4694300074;4694304285;4694308397;4694312614;4694316741;4694320962;4694325084;4694329304;4694333413;4694337619;4694341734;4694345939;4694350051;4694354289;4694358419;4694362632;4694366749;4694370951;4694375061;4694379265;4694383377;4694387563;4694391771;4694395870;4694400083;4694404294;4694408397;4694412601;4694416711;4694420889;4694425097;4694429290;4694433398;4694437608;4694441709;4694445916;4694450123;4694454234;4694458447;4694462565;4694466781;4694470916;4694475130;4694479240;4694483458;4694487567;4694491775;4694495888;4694500131;4694504257;4694508468;4694512573;4694516786;4694520887;4694525093;4694529199;4694533418;4694537622;4694541719;4694545937;4694550046;4694554249;4694558462;4694562592;4694566703;4694570909;4694575132;4694579232;4694583458;4694587570;4694591772;4694595884;4694600095;4694604199;4694608434;4694612542;4694616761;4694620888;4694625111;4694629209;4694633409;4694637559;4694641791;4694645892;4694650091;4694654212;4694658422;4694662623;4694666719;4694670932;4694675136;4694679238;4694683459;4694687571;4694691786;4694695885;4694700092;4694704198;4694708461;4694712595;4694716701;4694720946;4694725070;4694729277;4694733389;4694737620;4694741740;4694745895;4694750101;4694754219;4694758429;4694762533;4694766764;4694770869;4694775033;4694779247;4694783456;4694787572;4694791724;4694795935;4694800047;4694804260;4694808464;4694812590;4694816710;4694820928;4694825067;4694829275;4694833385;4694837607;4694841709;4694845917;4694850129;4694854242;4694858456;4694862554;4694866776;4694870906;4694875113;4694879221;4694883440;4694887544;4694891773;4694895880;4694900089;4694904210;4694908416;4694912535;4694916762;4694920872;4694925081;4694929289;4694933395;4694937603;4694941726;4694945880;4694950084;4694954295;4694958410;4694962552;4694966712;4694970861;4694975121;4694979227;4694983433;4694987551;4694991764;4694995881;4695000088;4695004196;4695008406;4695012542;4695016771;4695020871;4695025088;4695029306;4695033410;4695037628;4695041728;4695045960;4695050081;4695054196;4695058410;4695062625;4695066740;4695070948;4695075059;4695079287;4695083434;4695087551;4695091770;4695095898;4695100034;4695104249;4695108362;4695112577;4695116788;4695120902;4695125110;4695129207;4695133431;4695137535;4695141745;4695145875;4695150112;4695154224;4695158429;4695162539;4695166764;4695170876;4695175104;4695179224;4695183438;4695187543;4695191765;4695195911;4695200028;4695204238;4695208453;4695212565;
31,4696829819,4696830707,4696840396,4696845757,4696846000,4696833101,4696840396,19570,4695416770;4695420866;4695425069;4695429272;4695433372;4695437585;4695441786;4695445896;4695450106;4695454205;4695458440;4695462544;4695466746;4695470952;4695475062;4695479270;4695483366;4695487569;4695491785;4695495884;4695500095;4695504232;4695508472;4695512585;4695516699;4695520915;4695525024;4695529256;4695533370;4695537594;4695541697;4695545895;4695550110;4695554219;4695558434;4695562548;4695566772;4695570913;4695575035;4695579264;4695583383;4695587586;4695591784;4695595893;4695600031;4695604242;4695608450;4695612581;4695616701;4695620938;4695625076;4695629281;4695633394;4695637601;4695641713;4695645932;4695650028;4695654242;4695658450;4695662571;4695666707;4695670911;4695675024;4695679237;4695683352;4695687562;4695691780;4695695895;4695700137;4695704240;4695708352;4695712573;4695716778;4695720876;4695725088;4695729203;4695733409;4695737523;4695741722;4695745946;4695750079;4695754284;4695758396;4695762612;4695766728;4695770859;4695775077;4695779231;4695783355;4695787568;4695791775;4695795883;4695800087;4695804194;4695808415;4695812545;4695816765;4695820876;4695825087;4695829194;4695833410;4695837592;4695841707;4695845910;4695850026;4695854242;4695858450;4695862558;4695866690;4695870909;4695875027;4695879246;4695883445;4695887549;4695891775;4695895901;4695900064;4695904275;4695908392;4695912602;4695916768;4695920872;4695925082;4695929198;4695933415;4695937564;4695941696;4695945908;4695950027;4695954260;4695958395;4695962603;4695966708;4695970924;4695975026;4695979228;4695983441;4695987549;4695991753;4695995862;4696000070;4696004253;4696008355;4696012556;4696016747;4696020854;4696025076;4696029237;4696033453;4696037568;4696041744;4696045906;4696050083;4696054242;4696058445;4696062577;4696066765;4696070917;4696075084;4696079243;4696083451;4696087584;4696091736;4696095903;4696100098;4696104250;4696108402;4696112615;4696116718;4696120901;4696125111;4696129287;4696133466;4696137517;4696141787;4696145945;4696150082;4696154285;4696158402;4696162580;4696166753;4696170900;4696175118;4696179285;4696183355;4696187598;4696191776;4696195934;4696200133;4696204287;4696208358;4696212598;4696216767;4696220844;4696225078;4696229319;4696233400;4696237553;4696241773;4696245897;4696250081;4696254252;4696258402;4696262555;4696266714;4696270851;4696275027;4696279289;4696283350;4696287641;4696291682;4696295951;4696300160;4696304285;4696308347;4696312608;4696316749;4696320897;4696325058;4696329255;4696333398;4696337553;4696341704;4696345859;4696350021;4696354194;4696358349;4696362536;4696366688;4696370945;4696375112;4696379285;4696383343;4696387617;4696391793;4696395861;4696400145;4696404290;4696408347;4696412607;4696416753;4696420897;4696425063;4696429281;4696433407;4696437563;4696441716;4696445859;4696450123;4696454271;4696458456;4696462579;4696466826;4696470907;4696475064;4696479216;4696483347;4696487603;4696491677;4696495878;4696500041;4696504186;4696508455;4696512628;4696516761;4696520905;4696525073;4696529221;4696533399;4696537546;4696541729;4696545915;4696550110;4696554291;4696558355;4696562525;4696566680;4696570897;4696575049;4696579224;4696583401;4696587565;4696591714;4696595870;4696600074;4696604287;4696608354;4696612611;4696616757;4696620896;4696625076;4696629235;4696633394;4696637577;4696641718;4696645896;4696650064;4696654288;4696658340;4696662514;4696666792;4696670839;4696675107;4696679277;4696683394;4696687610;4696691679;4696695940;4696700079;4696704290;4696708347;4696712549;4696716686;4696720908;4696725060;4696729201;4696733424;4696737592;4696741739;4696745890;4696750028;4696754218;4696758340;4696762580;4696766710;4696770858;4696775085;4696779222;4696783406;4696787518;4696791764;4696795919;4696800099;4696804238;4696808367;4696812505;4696816767;4696820895;4696825020;4696829213;4696833396;4696837515;4696841743;4696845879;
