-,id,framework,complexity,framework_complexity,program,fw_running,program_fwrunning,ete,fw,diff
0,0,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,13104,-1,13105
1,1,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15568,-1,15569
2,2,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15348,-1,15349
3,3,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14120,-1,14121
4,4,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15460,-1,15461
5,5,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16808,-1,16809
6,6,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14676,-1,14677
7,7,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15008,-1,15009
8,8,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15568,-1,15569
9,9,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14340,-1,14341
10,10,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,19828,-1,19829
11,11,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16036,-1,16037
12,12,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14456,-1,14457
13,13,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16236,-1,16237
14,14,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15028,-1,15029
15,15,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14676,-1,14677
16,16,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15004,-1,15005
17,17,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15248,-1,15249
18,18,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16024,-1,16025
19,19,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14236,-1,14237
20,20,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14912,-1,14913
21,21,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16140,-1,16141
22,22,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15016,-1,15017
23,23,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15344,-1,15345
24,24,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15356,-1,15357
25,25,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16144,-1,16145
26,26,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15132,-1,15133
27,27,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14340,-1,14341
28,28,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16128,-1,16129
29,29,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14680,-1,14681
30,30,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16148,-1,16149
31,31,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14572,-1,14573
32,32,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15916,-1,15917
33,33,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15344,-1,15345
34,34,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16240,-1,16241
35,35,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15352,-1,15353
36,36,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14800,-1,14801
37,37,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15576,-1,15577
38,38,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14908,-1,14909
39,39,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14348,-1,14349
40,40,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,14120,-1,14121
41,41,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,16584,-1,16585
42,42,SDL2_OpenGLES,rects,SDL2_OpenGLES_rects,windup_python,True,windup_python_True,15680,-1,15681
