-,id,framework,complexity,framework_complexity,program,fw_running,program_fwrunning,ete,fw,diff
0,0,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,35292,-1,35293
1,1,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,34720,5752876,-5718156
2,2,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29576,805550,-775974
3,3,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,31048,1183902,-1152854
4,4,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30688,1554682,-1523994
5,5,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30936,1672689,-1641753
6,6,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29800,1513592,-1483792
7,7,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,31376,1555937,-1524561
8,8,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,27776,715982,-688206
9,9,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30028,1431836,-1401808
10,10,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30248,1158107,-1127859
11,11,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,27552,853716,-826164
12,12,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,26100,708735,-682635
13,13,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28684,1080478,-1051794
14,14,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,27332,859703,-832371
15,15,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,26556,791419,-764863
16,16,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29024,1186050,-1157026
17,17,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,27680,845068,-817388
18,18,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29344,1243381,-1214037
19,19,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29456,1191813,-1162357
20,20,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28356,950457,-922101
21,21,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30352,1690964,-1660612
22,22,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28004,888836,-860832
23,23,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28700,805844,-777144
24,24,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29124,1361360,-1332236
25,25,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29680,1232068,-1202388
26,26,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29920,1302111,-1272191
27,27,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30380,1263977,-1233597
28,28,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,31380,1540879,-1509499
29,29,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29124,1277149,-1248025
30,30,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30464,1663521,-1633057
31,31,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28448,1039226,-1010778
32,32,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,26556,763329,-736773
33,33,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29796,1310812,-1281016
34,34,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29568,1409279,-1379711
35,35,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,31604,1536354,-1504750
36,36,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28804,1047932,-1019128
37,37,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,26116,758969,-732853
38,38,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30128,1347870,-1317742
39,39,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28224,768736,-740512
40,40,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,30380,1311473,-1281093
41,41,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29920,1510638,-1480718
42,42,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29696,1640109,-1610413
43,43,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,31368,1352382,-1321014
44,44,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29584,1355672,-1326088
45,45,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,26452,774929,-748477
46,46,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28916,1135577,-1106661
47,47,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29456,1393576,-1364120
48,48,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,29024,987360,-958336
49,49,SDL2_OpenGLES,default,SDL2_OpenGLES_default,windup_python,True,windup_python_True,28020,1058168,-1030148
