-,id,framework,complexity,framework_complexity,program,fw_running,program_fwrunning,ete,fw,diff
0,0,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,37076,-1,37077
1,1,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,35180,6599352,-6564172
2,2,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30812,975391,-944579
3,3,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32144,1438937,-1406793
4,4,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30596,1298188,-1267592
5,5,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31028,1412799,-1381771
6,6,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32288,1408232,-1375944
7,7,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30476,1223111,-1192635
8,8,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31264,1525671,-1494407
9,9,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32364,1681685,-1649321
10,10,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31484,1476350,-1444866
11,11,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30592,1519606,-1489014
12,12,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28916,721030,-692114
13,13,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31380,1148544,-1117164
14,14,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32728,1572418,-1539690
15,15,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29932,1151922,-1121990
16,16,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28588,820806,-792218
17,17,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31808,1679508,-1647700
18,18,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31716,1380994,-1349278
19,19,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32148,1513949,-1481801
20,20,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31948,1687345,-1655397
21,21,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29936,1114564,-1084628
22,22,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30920,1311492,-1280572
23,23,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29340,831283,-801943
24,24,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28556,756976,-728420
25,25,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30824,1653578,-1622754
26,26,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29708,1246664,-1216956
27,27,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32048,1575479,-1543431
28,28,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28800,713615,-684815
29,29,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29228,978414,-949186
30,30,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30936,1393316,-1362380
31,31,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29472,1050192,-1020720
32,32,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30352,1012523,-982171
33,33,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31380,1240321,-1208941
34,34,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28128,738330,-710202
35,35,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29928,842718,-812790
36,36,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30464,1652505,-1622041
37,37,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,26992,761963,-734971
38,38,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29712,1063661,-1033949
39,39,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30136,1200788,-1170652
40,40,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29788,1241681,-1211893
41,41,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,28340,854713,-826373
42,42,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30588,1161505,-1130917
43,43,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30800,1383079,-1352279
44,44,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,31368,1596810,-1565442
45,45,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,32256,1584760,-1552504
46,46,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,27440,719078,-691638
47,47,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30592,1500966,-1470374
48,48,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,29356,1133644,-1104288
49,49,SDL2_OPENGL,default,SDL2_OPENGL_default,windup_python,True,windup_python_True,30920,1623626,-1592706
