,id,framework,complexity,program,ete,fw,diff
71,71,javaswing,rects,bitblt_fw_True,99680,112676,-12996
72,72,javaswing,rects,bitblt_fw_True,67652,112676,-45024
73,73,javaswing,rects,bitblt_fw_True,117664,112676,4988
74,74,javaswing,rects,bitblt_fw_True,92316,112676,-20360
75,75,javaswing,rects,bitblt_fw_True,102436,112676,-10240
76,76,javaswing,rects,bitblt_fw_True,83944,112676,-28732
77,77,javaswing,rects,bitblt_fw_True,96388,112676,-16288
78,78,javaswing,rects,bitblt_fw_True,88864,112676,-23812
79,79,javaswing,rects,bitblt_fw_True,97688,112676,-14988
80,80,javaswing,rects,bitblt_fw_True,98284,112676,-14392
81,81,javaswing,rects,bitblt_fw_True,86800,112676,-25876
82,82,javaswing,rects,bitblt_fw_True,106632,112676,-6044
83,83,javaswing,rects,bitblt_fw_True,101736,112676,-10940
84,84,javaswing,rects,bitblt_fw_True,81032,77321,3711
85,85,javaswing,rects,bitblt_fw_True,109452,77321,32131
86,86,javaswing,rects,bitblt_fw_True,231136,212993,18143
87,87,javaswing,rects,bitblt_fw_True,81872,80779,1093
88,88,javaswing,rects,bitblt_fw_True,97044,80779,16265
89,89,javaswing,rects,bitblt_fw_True,93748,80779,12969
90,90,javaswing,rects,bitblt_fw_True,98604,80779,17825
91,91,javaswing,rects,bitblt_fw_True,124064,134165,-10101
92,92,javaswing,rects,bitblt_fw_True,117516,134165,-16649
93,93,javaswing,rects,bitblt_fw_True,82204,62365,19839
94,94,javaswing,rects,bitblt_fw_True,105844,62365,43479
95,95,javaswing,rects,bitblt_fw_True,100132,62365,37767
96,96,javaswing,rects,bitblt_fw_True,92844,62365,30479
97,97,javaswing,rects,bitblt_fw_True,342132,62365,279767
98,98,javaswing,rects,bitblt_fw_True,98276,62365,35911
99,99,javaswing,rects,bitblt_fw_True,100508,62365,38143
