,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,bitblt_fw_True,96096,0,96096
1,1,javaswing,rects,bitblt_fw_True,97040,0,97040
2,2,javaswing,rects,bitblt_fw_True,111972,0,111972
3,3,javaswing,rects,bitblt_fw_True,108984,0,108984
4,4,javaswing,rects,bitblt_fw_True,228208,223958,4250
5,5,javaswing,rects,bitblt_fw_True,91900,223958,-132058
6,6,javaswing,rects,bitblt_fw_True,104004,223958,-119954
7,7,javaswing,rects,bitblt_fw_True,102612,223958,-121346
8,8,javaswing,rects,bitblt_fw_True,79536,223958,-144422
9,9,javaswing,rects,bitblt_fw_True,107008,223958,-116950
10,10,javaswing,rects,bitblt_fw_True,92752,223958,-131206
11,11,javaswing,rects,bitblt_fw_True,100296,223958,-123662
12,12,javaswing,rects,bitblt_fw_True,115088,223958,-108870
13,13,javaswing,rects,bitblt_fw_True,261576,223958,37618
14,14,javaswing,rects,bitblt_fw_True,309304,223958,85346
15,15,javaswing,rects,bitblt_fw_True,102096,223958,-121862
16,16,javaswing,rects,bitblt_fw_True,105120,223958,-118838
17,17,javaswing,rects,bitblt_fw_True,92960,223958,-130998
18,18,javaswing,rects,bitblt_fw_True,76624,223958,-147334
19,19,javaswing,rects,bitblt_fw_True,104180,223958,-119778
20,20,javaswing,rects,bitblt_fw_True,82208,76331,5877
21,21,javaswing,rects,bitblt_fw_True,113928,76331,37597
22,22,javaswing,rects,bitblt_fw_True,222436,76331,146105
23,23,javaswing,rects,bitblt_fw_True,94008,76331,17677
24,24,javaswing,rects,bitblt_fw_True,87412,76331,11081
25,25,javaswing,rects,bitblt_fw_True,85124,76331,8793
26,26,javaswing,rects,bitblt_fw_True,103716,76331,27385
27,27,javaswing,rects,bitblt_fw_True,90388,70812,19576
28,28,javaswing,rects,bitblt_fw_True,102712,70812,31900
29,29,javaswing,rects,bitblt_fw_True,255512,70812,184700
30,30,javaswing,rects,bitblt_fw_True,104228,70812,33416
31,31,javaswing,rects,bitblt_fw_True,234660,70812,163848
32,32,javaswing,rects,bitblt_fw_True,98140,70812,27328
33,33,javaswing,rects,bitblt_fw_True,107212,70812,36400
34,34,javaswing,rects,bitblt_fw_True,112180,70812,41368
35,35,javaswing,rects,bitblt_fw_True,94532,70812,23720
36,36,javaswing,rects,bitblt_fw_True,238188,70812,167376
37,37,javaswing,rects,bitblt_fw_True,96880,70812,26068
38,38,javaswing,rects,bitblt_fw_True,94084,70812,23272
39,39,javaswing,rects,bitblt_fw_True,83612,70812,12800
40,40,javaswing,rects,bitblt_fw_True,108256,70812,37444
41,41,javaswing,rects,bitblt_fw_True,232100,70812,161288
42,42,javaswing,rects,bitblt_fw_True,85956,70812,15144
43,43,javaswing,rects,bitblt_fw_True,95940,105265,-9325
44,44,javaswing,rects,bitblt_fw_True,105568,105265,303
45,45,javaswing,rects,bitblt_fw_True,115144,105265,9879
46,46,javaswing,rects,bitblt_fw_True,108100,105265,2835
47,47,javaswing,rects,bitblt_fw_True,103680,105265,-1585
48,48,javaswing,rects,bitblt_fw_True,96356,105265,-8909
49,49,javaswing,rects,bitblt_fw_True,110768,105265,5503
50,50,javaswing,rects,bitblt_fw_True,216680,105265,111415
51,51,javaswing,rects,bitblt_fw_True,223096,105265,117831
52,52,javaswing,rects,bitblt_fw_True,95368,105265,-9897
53,53,javaswing,rects,bitblt_fw_True,98516,105265,-6749
54,54,javaswing,rects,bitblt_fw_True,103624,105265,-1641
55,55,javaswing,rects,bitblt_fw_True,110844,105265,5579
56,56,javaswing,rects,bitblt_fw_True,82664,105265,-22601
57,57,javaswing,rects,bitblt_fw_True,99508,105265,-5757
58,58,javaswing,rects,bitblt_fw_True,87588,105265,-17677
59,59,javaswing,rects,bitblt_fw_True,232608,105265,127343
60,60,javaswing,rects,bitblt_fw_True,94452,105265,-10813
61,61,javaswing,rects,bitblt_fw_True,99688,105265,-5577
62,62,javaswing,rects,bitblt_fw_True,99124,105265,-6141
63,63,javaswing,rects,bitblt_fw_True,95152,105265,-10113
64,64,javaswing,rects,bitblt_fw_True,100612,112676,-12064
65,65,javaswing,rects,bitblt_fw_True,100804,112676,-11872
66,66,javaswing,rects,bitblt_fw_True,70788,112676,-41888
67,67,javaswing,rects,bitblt_fw_True,119708,112676,7032
68,68,javaswing,rects,bitblt_fw_True,89984,112676,-22692
69,69,javaswing,rects,bitblt_fw_True,81584,112676,-31092
70,70,javaswing,rects,bitblt_fw_True,102844,112676,-9832
