,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6168,2611,3557
1,1,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,4024,3576
2,2,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,3668,3932
3,3,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6628,2903,3725
4,4,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,4092,3550
5,5,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7347,3668,3679
6,6,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7643,4026,3617
7,7,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7641,4873,2768
8,8,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6587,3558,3029
9,9,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8661,5505,3156
10,10,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7646,3961,3685
11,11,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6586,2659,3927
12,12,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8614,6632,1982
13,13,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,3909,3733
14,14,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6632,3568,3064
15,15,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,9632,4742,4890
16,16,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,4052,3548
17,17,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8615,4172,4443
18,18,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,3977,3665
19,19,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7601,3054,4547
20,20,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8657,6699,1958
21,21,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8150,3250,4900
22,22,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8659,3953,4706
23,23,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,3978,3622
24,24,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,2659,3970
25,25,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,7259,341
26,26,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6628,2705,3923
27,27,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7643,4023,3620
28,28,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7601,4179,3422
29,29,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7643,3984,3659
30,30,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6632,2648,3984
31,31,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8619,4904,3715
32,32,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,3859,3783
33,33,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7605,2844,4761
34,34,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,4146,3496
35,35,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,9629,4670,4959
36,36,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6628,2986,3642
37,37,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,5559,2041
38,38,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7647,4519,3128
39,39,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8573,3776,4797
40,40,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,3315,3314
41,41,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,9669,4821,4848
42,42,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,2733,3896
43,43,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,2807,3822
44,44,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8618,4362,4256
45,45,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,3904,3738
46,46,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8613,5155,3458
47,47,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,2927,3702
48,48,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7600,6753,847
49,49,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6671,3286,3385
50,50,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,9585,4775,4810
51,51,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7644,3956,3688
52,52,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,9585,3411,6174
53,53,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7684,3470,4214
54,54,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7604,6951,653
55,55,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6629,2675,3954
56,56,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6631,2947,3684
57,57,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,6628,3159,3469
58,58,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,8614,2420,6194
59,59,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7642,3754,3888
60,60,509\r\n',pygame,default,pygame_default,False,2,getdbits,True,getdbits_True,7605,3822,3783
