,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6885,3057,3828
1,1,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7562,3846,3716
2,2,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,4095,3547
3,3,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8615,3932,4683
4,4,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7600,4822,2778
5,5,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,9670,5414,4256
6,6,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6629,2601,4028
7,7,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,6075,1526
8,8,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8656,4180,4476
9,9,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,3031,3597
10,10,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,6596,1005
11,11,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8149,4004,4145
12,12,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,6033,1609
13,13,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8614,4458,4156
14,14,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,3251,3377
15,15,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8614,3674,4940
16,16,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,3880,3762
17,17,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,3430,3198
18,18,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,2773,4869
19,19,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,2800,3828
20,20,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6629,2740,3889
21,21,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,9589,5415,4174
22,22,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8614,3898,4716
23,23,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6671,2458,4213
24,24,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,2859,3769
25,25,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7600,4042,3558
26,26,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8614,4906,3708
27,27,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7599,3796,3803
28,28,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7645,5572,2073
29,29,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6630,3474,3156
30,30,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6630,2630,4000
31,31,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,2705,3923
32,32,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,3151,4491
33,33,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6628,2914,3714
34,34,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6629,3221,3408
35,35,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,4086,3515
36,36,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7644,3623,4021
37,37,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,10641,7646,2995
38,38,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,3569,4032
39,39,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,3608,3993
40,40,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7643,4102,3541
41,41,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,4080,3521
42,42,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,3934,3708
43,43,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,10646,4689,5957
44,44,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,4243,3358
45,45,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8106,3329,4777
46,46,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7643,3960,3683
47,47,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7601,3937,3664
48,48,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6630,3644,2986
49,49,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7645,3980,3665
50,50,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7603,2952,4651
51,51,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6671,2663,4008
52,52,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,8615,7616,999
53,53,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7600,4282,3318
54,54,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7646,4211,3435
55,55,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7643,4193,3450
56,56,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6586,2494,4092
57,57,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7642,3899,3743
58,58,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6629,2662,3967
59,59,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,6165,2703,3462
60,60,509\r\n',pygame,default,pygame_default,False,2,bitblt,True,bitblt_True,7177,3368,3809
