,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10605,7777,2828
1,1,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9585,5495,4090
2,2,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5481,4146
3,3,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10641,6672,3969
4,4,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10599,6653,3946
5,5,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9631,5517,4114
6,6,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10603,6599,4004
7,7,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9631,5532,4099
8,8,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9628,5550,4078
9,9,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9589,5562,4027
10,10,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9673,5581,4092
11,11,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9626,5590,4036
12,12,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9587,5539,4048
13,13,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5517,4110
14,14,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9629,6039,3590
15,15,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9204,5018,4186
16,16,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9587,5539,4048
17,17,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9633,5607,4026
18,18,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5622,4005
19,19,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10643,6600,4043
20,20,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5695,3932
21,21,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9584,5421,4163
22,22,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10647,6612,4035
23,23,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9628,5635,3993
24,24,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9587,5617,3970
25,25,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10641,6566,4075
26,26,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10646,6600,4046
27,27,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10598,6505,4093
28,28,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10177,6118,4059
29,29,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5680,3947
30,30,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9633,5484,4149
31,31,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9629,5458,4171
32,32,506\r\n',Qt5,default,Qt5_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10599,6611,3988
