,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,11786,8756,3030
1,1,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10600,6401,4199
2,2,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9585,5668,3917
3,3,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9632,5613,4019
4,4,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10643,6580,4063
5,5,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9585,5617,3968
6,6,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9629,5561,4068
7,7,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10643,7486,3157
8,8,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9629,5587,4042
9,9,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10641,6538,4103
10,10,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9627,5352,4275
11,11,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9627,5443,4184
12,12,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9587,5562,4025
13,13,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10601,6620,3981
14,14,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,11192,7144,4048
15,15,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9165,5044,4121
16,16,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9629,5431,4198
17,17,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10599,6467,4132
18,18,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9627,5640,3987
19,19,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9627,5546,4081
20,20,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9631,5401,4230
21,21,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9627,5493,4134
22,22,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9630,5441,4189
23,23,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10598,6491,4107
24,24,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,10178,6124,4054
25,25,508\r\n',Qt6,default,Qt6_default,True,2,windup_fullscreen,True,windup_fullscreen_True,9629,5470,4159
