,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,12165,8085,4080
1,1,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,14572,10886,3686
2,2,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16642,12888,3754
3,3,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16645,12919,3726
4,4,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,17614,11930,5684
5,5,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16601,12884,3717
6,6,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,17614,13790,3824
7,7,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16638,12889,3749
8,8,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16601,13162,3439
9,9,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16643,12910,3733
10,10,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13604,9756,3848
11,11,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16597,12927,3670
12,12,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,17659,14056,3603
13,13,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13601,9736,3865
14,14,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13645,9873,3772
15,15,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13601,9924,3677
16,16,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,16638,12910,3728
17,17,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13604,9790,3814
18,18,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13645,9855,3790
19,19,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13598,9879,3719
20,20,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13642,9839,3803
21,21,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,getpixel,True,getpixel_True,13600,10120,3480
