,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10560,7376,3184
1,1,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10598,6528,4070
2,2,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10613,6534,4079
3,3,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5452,4175
4,4,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10598,6531,4067
5,5,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9632,5288,4344
6,6,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10643,6264,4379
7,7,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10598,6617,3981
8,8,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10642,6572,4070
9,9,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10601,6600,4001
10,10,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10640,6659,3981
11,11,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10644,6673,3971
12,12,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9585,5765,3820
13,13,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9671,5667,4004
14,14,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9669,5711,3958
15,15,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,10604,6579,4025
16,16,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9629,5521,4108
17,17,508\r\n',Qt6,default,Qt6_default,False,2,windup_fullscreen,True,windup_fullscreen_True,9627,5497,4130
