,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,26208,20423,5785
1,1,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25639,19756,5883
2,2,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25600,19834,5766
3,3,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25641,21570,4071
4,4,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24585,18631,5954
5,5,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19712,5933
6,6,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24589,21182,3407
7,7,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25639,19816,5823
8,8,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25597,19662,5935
9,9,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24632,18649,5983
10,10,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,19829,5813
11,11,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24628,18649,5979
12,12,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24627,18658,5969
13,13,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24628,21244,3384
14,14,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24582,21018,3564
15,15,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24630,21182,3448
16,16,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24631,18594,6037
17,17,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24579,20600,3979
18,18,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25646,19717,5929
19,19,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24628,20883,3745
20,20,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25600,19880,5720
21,21,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19742,5903
22,22,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25639,19704,5935
23,23,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25600,20027,5573
24,24,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24632,21173,3459
25,25,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24625,18625,6000
26,26,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25644,19800,5844
27,27,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24583,18691,5892
28,28,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24670,18858,5812
29,29,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24114,20803,3311
30,30,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24624,21178,3446
31,31,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19912,5733
32,32,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25596,19586,6010
33,33,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24631,21112,3519
34,34,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25601,20158,5443
35,35,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25641,19991,5650
36,36,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24631,21152,3479
37,37,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24628,18888,5740
38,38,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24625,18746,5879
39,39,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,26608,20268,6340
40,40,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25600,19648,5952
41,41,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,19814,5828
42,42,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25635,20089,5546
43,43,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25593,19480,6113
44,44,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24631,18865,5766
45,45,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24632,21341,3291
46,46,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24622,21359,3263
47,47,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,19747,5895
48,48,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24631,21173,3458
49,49,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,26613,20741,5872
50,50,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,19690,5952
51,51,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24583,21023,3560
52,52,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19625,6020
53,53,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25593,19840,5753
54,54,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24203,20377,3826
55,55,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25561,19742,5819
56,56,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,26649,20712,5937
57,57,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,28645,22914,5731
58,58,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25602,19847,5755
59,59,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,22600,19100,3500
60,60,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25641,19888,5753
61,61,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24621,21286,3335
62,62,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24625,21281,3344
63,63,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24625,18550,6075
64,64,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25646,19975,5671
65,65,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25601,22089,3512
66,66,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24673,21293,3380
67,67,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24624,18687,5937
68,68,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24628,18668,5960
69,69,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25603,19812,5791
70,70,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,22645,19178,3467
71,71,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19926,5719
72,72,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25602,22284,3318
73,73,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24621,21210,3411
74,74,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24625,18876,5749
75,75,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24623,21242,3381
76,76,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,22597,19099,3498
77,77,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,19879,5763
78,78,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24632,18598,6034
79,79,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24632,20907,3725
80,80,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25603,19970,5633
81,81,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25593,19722,5871
82,82,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25642,20019,5623
83,83,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,23650,20048,3602
84,84,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25597,19777,5820
85,85,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24163,20733,3430
86,86,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25174,19284,5890
87,87,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25635,21999,3636
88,88,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25597,19734,5863
89,89,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25636,22113,3523
90,90,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25601,19691,5910
91,91,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25640,22074,3566
92,92,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24583,18605,5978
93,93,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24667,21239,3428
94,94,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24586,18549,6037
95,95,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24623,18606,6017
96,96,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25599,19730,5869
97,97,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25645,19543,6102
98,98,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,25636,19610,6026
99,99,508\r\n',Qt5,rects,Qt5_rects,True,2,getdbits,True,getdbits_True,24582,21312,3270
