,id,threshold,framework,complexity,framework_complexity,fullscreen,fullscreen_mode,program,fw_running,program_fwrunning,ete,fw,diff
0,0,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,14024,10267,3757
1,1,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17612,13127,4485
2,2,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17146,13326,3820
3,3,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16638,12902,3736
4,4,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13600,9813,3787
5,5,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13597,9747,3850
6,6,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17617,13778,3839
7,7,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,12914,3728
8,8,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16597,12931,3666
9,9,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16638,12945,3693
10,10,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13600,9827,3773
11,11,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17656,13898,3758
12,12,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13597,9959,3638
13,13,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,14615,10927,3688
14,14,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17149,13183,3966
15,15,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13643,9203,4440
16,16,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16603,12858,3745
17,17,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,12948,3694
18,18,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13600,9874,3726
19,19,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17652,13832,3820
20,20,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16600,12965,3635
21,21,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16638,13047,3591
22,22,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16641,12938,3703
23,23,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16600,12840,3760
24,24,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16596,13206,3390
25,25,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,12934,3708
26,26,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16596,13034,3562
27,27,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,9922,3718
28,28,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16599,12960,3639
29,29,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,13065,3577
30,30,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,9888,3752
31,31,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16555,13104,3451
32,32,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16652,12988,3664
33,33,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13601,9910,3691
34,34,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16602,12958,3644
35,35,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17191,13742,3449
36,36,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,13040,3602
37,37,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17615,12803,4812
38,38,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16638,12942,3696
39,39,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16601,12876,3725
40,40,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13601,9817,3784
41,41,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,13016,3626
42,42,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16598,12887,3711
43,43,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,10013,3627
44,44,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16643,12902,3741
45,45,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17614,13928,3686
46,46,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16601,12913,3688
47,47,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,14193,10550,3643
48,48,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16599,11068,5531
49,49,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16596,12911,3685
50,50,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13646,10019,3627
51,51,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,12949,3693
52,52,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16641,12949,3692
53,53,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17617,13797,3820
54,54,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,10918,5724
55,55,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,15583,11399,4184
56,56,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,12954,3688
57,57,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13639,9856,3783
58,58,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17571,13932,3639
59,59,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16645,12994,3651
60,60,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16596,12962,3634
61,61,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,9826,3814
62,62,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13597,9904,3693
63,63,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13643,9798,3845
64,64,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16603,12956,3647
65,65,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,9897,3743
66,66,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13601,8973,4628
67,67,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16639,12951,3688
68,68,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17611,13853,3758
69,69,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17618,13817,3801
70,70,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16602,12846,3756
71,71,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13645,9966,3679
72,72,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13641,9834,3807
73,73,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16604,12982,3622
74,74,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13643,9865,3778
75,75,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16596,12839,3757
76,76,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13640,9969,3671
77,77,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,17612,13901,3711
78,78,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16604,12889,3715
79,79,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16642,13034,3608
80,80,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16600,12940,3660
81,81,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16639,13033,3606
82,82,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13600,9910,3690
83,83,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16602,13030,3572
84,84,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,16646,12997,3649
85,85,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,13645,9939,3706
86,86,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,15628,11847,3781
87,87,510\r\n',psychopy_pyglet,default,psychopy_pyglet_default,False,5,bitblt,True,bitblt_True,11655,7887,3768
