,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,getdbits_fw_True,83396,0,83396
1,1,javaswing,rects,getdbits_fw_True,74720,0,74720
2,2,javaswing,rects,getdbits_fw_True,87944,0,87944
3,3,javaswing,rects,getdbits_fw_True,65116,0,65116
4,4,javaswing,rects,getdbits_fw_True,89504,69434,20070
5,5,javaswing,rects,getdbits_fw_True,93784,69434,24350
6,6,javaswing,rects,getdbits_fw_True,90628,69434,21194
7,7,javaswing,rects,getdbits_fw_True,229608,69434,160174
8,8,javaswing,rects,getdbits_fw_True,209900,203375,6525
9,9,javaswing,rects,getdbits_fw_True,80748,203375,-122627
10,10,javaswing,rects,getdbits_fw_True,79860,203375,-123515
11,11,javaswing,rects,getdbits_fw_True,76768,203375,-126607
12,12,javaswing,rects,getdbits_fw_True,83884,203375,-119491
13,13,javaswing,rects,getdbits_fw_True,84508,203375,-118867
14,14,javaswing,rects,getdbits_fw_True,90064,203375,-113311
15,15,javaswing,rects,getdbits_fw_True,78964,70371,8593
16,16,javaswing,rects,getdbits_fw_True,49168,70371,-21203
17,17,javaswing,rects,getdbits_fw_True,203876,70371,133505
18,18,javaswing,rects,getdbits_fw_True,75160,70371,4789
19,19,javaswing,rects,getdbits_fw_True,74080,70371,3709
20,20,javaswing,rects,getdbits_fw_True,59620,70371,-10751
21,21,javaswing,rects,getdbits_fw_True,99852,70371,29481
22,22,javaswing,rects,getdbits_fw_True,76276,70371,5905
23,23,javaswing,rects,getdbits_fw_True,270284,264883,5401
24,24,javaswing,rects,getdbits_fw_True,79664,264883,-185219
25,25,javaswing,rects,getdbits_fw_True,85400,264883,-179483
26,26,javaswing,rects,getdbits_fw_True,215304,264883,-49579
27,27,javaswing,rects,getdbits_fw_True,85264,264883,-179619
28,28,javaswing,rects,getdbits_fw_True,80636,264883,-184247
29,29,javaswing,rects,getdbits_fw_True,77780,57368,20412
30,30,javaswing,rects,getdbits_fw_True,85392,65378,20014
31,31,javaswing,rects,getdbits_fw_True,98828,65378,33450
32,32,javaswing,rects,getdbits_fw_True,91948,65378,26570
33,33,javaswing,rects,getdbits_fw_True,76660,65378,11282
34,34,javaswing,rects,getdbits_fw_True,85700,65378,20322
35,35,javaswing,rects,getdbits_fw_True,175180,65378,109802
36,36,javaswing,rects,getdbits_fw_True,76772,61368,15404
37,37,javaswing,rects,getdbits_fw_True,58800,61368,-2568
38,38,javaswing,rects,getdbits_fw_True,83012,61368,21644
39,39,javaswing,rects,getdbits_fw_True,266468,61368,205100
40,40,javaswing,rects,getdbits_fw_True,75720,61368,14352
41,41,javaswing,rects,getdbits_fw_True,85852,61368,24484
42,42,javaswing,rects,getdbits_fw_True,79188,61368,17820
43,43,javaswing,rects,getdbits_fw_True,93132,73331,19801
44,44,javaswing,rects,getdbits_fw_True,205956,187576,18380
45,45,javaswing,rects,getdbits_fw_True,81012,187576,-106564
46,46,javaswing,rects,getdbits_fw_True,72360,53863,18497
47,47,javaswing,rects,getdbits_fw_True,311148,53863,257285
48,48,javaswing,rects,getdbits_fw_True,72148,53863,18285
49,49,javaswing,rects,getdbits_fw_True,87260,53863,33397
50,50,javaswing,rects,getdbits_fw_True,78508,53863,24645
51,51,javaswing,rects,getdbits_fw_True,81772,53863,27909
52,52,javaswing,rects,getdbits_fw_True,91724,53863,37861
53,53,javaswing,rects,getdbits_fw_True,195896,205504,-9608
54,54,javaswing,rects,getdbits_fw_True,77072,59240,17832
55,55,javaswing,rects,getdbits_fw_True,74976,59240,15736
56,56,javaswing,rects,getdbits_fw_True,71124,64365,6759
57,57,javaswing,rects,getdbits_fw_True,109944,64365,45579
58,58,javaswing,rects,getdbits_fw_True,76608,61856,14752
59,59,javaswing,rects,getdbits_fw_True,86132,65343,20789
60,60,javaswing,rects,getdbits_fw_True,89388,65343,24045
61,61,javaswing,rects,getdbits_fw_True,95560,65343,30217
62,62,javaswing,rects,getdbits_fw_True,202080,65343,136737
63,63,javaswing,rects,getdbits_fw_True,51200,65343,-14143
64,64,javaswing,rects,getdbits_fw_True,79864,65343,14521
65,65,javaswing,rects,getdbits_fw_True,95880,90676,5204
66,66,javaswing,rects,getdbits_fw_True,55668,70814,-15146
67,67,javaswing,rects,getdbits_fw_True,64324,70814,-6490
68,68,javaswing,rects,getdbits_fw_True,83804,70814,12990
69,69,javaswing,rects,getdbits_fw_True,85140,70814,14326
70,70,javaswing,rects,getdbits_fw_True,79556,61346,18210
71,71,javaswing,rects,getdbits_fw_True,222372,61346,161026
72,72,javaswing,rects,getdbits_fw_True,48052,57181,-9129
73,73,javaswing,rects,getdbits_fw_True,77228,56401,20827
74,74,javaswing,rects,getdbits_fw_True,84592,56401,28191
75,75,javaswing,rects,getdbits_fw_True,65968,56401,9567
76,76,javaswing,rects,getdbits_fw_True,81868,56401,25467
77,77,javaswing,rects,getdbits_fw_True,84404,56401,28003
78,78,javaswing,rects,getdbits_fw_True,87072,56401,30671
79,79,javaswing,rects,getdbits_fw_True,91296,56401,34895
80,80,javaswing,rects,getdbits_fw_True,199588,56401,143187
81,81,javaswing,rects,getdbits_fw_True,81908,56401,25507
82,82,javaswing,rects,getdbits_fw_True,62872,56401,6471
83,83,javaswing,rects,getdbits_fw_True,81896,56401,25495
84,84,javaswing,rects,getdbits_fw_True,79472,56401,23071
85,85,javaswing,rects,getdbits_fw_True,77972,56401,21571
86,86,javaswing,rects,getdbits_fw_True,62992,56401,6591
87,87,javaswing,rects,getdbits_fw_True,88364,56401,31963
88,88,javaswing,rects,getdbits_fw_True,84956,56401,28555
89,89,javaswing,rects,getdbits_fw_True,85576,67342,18234
90,90,javaswing,rects,getdbits_fw_True,201608,67342,134266
91,91,javaswing,rects,getdbits_fw_True,66984,63392,3592
92,92,javaswing,rects,getdbits_fw_True,78844,74331,4513
93,93,javaswing,rects,getdbits_fw_True,89096,72353,16743
94,94,javaswing,rects,getdbits_fw_True,75644,72353,3291
95,95,javaswing,rects,getdbits_fw_True,84808,67357,17451
96,96,javaswing,rects,getdbits_fw_True,85636,67357,18279
97,97,javaswing,rects,getdbits_fw_True,58132,67357,-9225
98,98,javaswing,rects,getdbits_fw_True,95484,67357,28127
99,99,javaswing,rects,getdbits_fw_True,196680,177562,19118
