,id,framework,complexity,program,ete,fw,diff
0,0,pyglet,rects,getdbits_fw_True,46168,55340,-9172
1,1,pyglet,rects,getdbits_fw_True,36288,30920,5368
2,2,pyglet,rects,getdbits_fw_True,38880,30920,7960
3,3,pyglet,rects,getdbits_fw_True,34064,30920,3144
4,4,pyglet,rects,getdbits_fw_True,39084,14961,24123
5,5,pyglet,rects,getdbits_fw_True,23988,14961,9027
6,6,pyglet,rects,getdbits_fw_True,37996,14961,23035
7,7,pyglet,rects,getdbits_fw_True,38216,14961,23255
8,8,pyglet,rects,getdbits_fw_True,34848,14961,19887
9,9,pyglet,rects,getdbits_fw_True,40772,33864,6908
10,10,pyglet,rects,getdbits_fw_True,48760,42884,5876
11,11,pyglet,rects,getdbits_fw_True,27904,42884,-14980
12,12,pyglet,rects,getdbits_fw_True,41912,42884,-972
13,13,pyglet,rects,getdbits_fw_True,34968,27555,7413
14,14,pyglet,rects,getdbits_fw_True,40684,27555,13129
15,15,pyglet,rects,getdbits_fw_True,24188,27555,-3367
16,16,pyglet,rects,getdbits_fw_True,46260,57356,-11096
17,17,pyglet,rects,getdbits_fw_True,25988,17954,8034
18,18,pyglet,rects,getdbits_fw_True,32476,17954,14522
19,19,pyglet,rects,getdbits_fw_True,26112,17954,8158
20,20,pyglet,rects,getdbits_fw_True,30912,17954,12958
21,21,pyglet,rects,getdbits_fw_True,39428,17954,21474
22,22,pyglet,rects,getdbits_fw_True,36512,30912,5600
23,23,pyglet,rects,getdbits_fw_True,26004,30912,-4908
24,24,pyglet,rects,getdbits_fw_True,33040,27930,5110
25,25,pyglet,rects,getdbits_fw_True,30684,23680,7004
26,26,pyglet,rects,getdbits_fw_True,50984,23680,27304
27,27,pyglet,rects,getdbits_fw_True,34940,23680,11260
28,28,pyglet,rects,getdbits_fw_True,40676,23680,16996
29,29,pyglet,rects,getdbits_fw_True,49320,23680,25640
30,30,pyglet,rects,getdbits_fw_True,46168,23680,22488
31,31,pyglet,rects,getdbits_fw_True,32040,25520,6520
32,32,pyglet,rects,getdbits_fw_True,30020,25520,4500
33,33,pyglet,rects,getdbits_fw_True,36620,25520,11100
34,34,pyglet,rects,getdbits_fw_True,37520,12965,24555
35,35,pyglet,rects,getdbits_fw_True,29460,12965,16495
36,36,pyglet,rects,getdbits_fw_True,29240,12965,16275
37,37,pyglet,rects,getdbits_fw_True,39432,12965,26467
38,38,pyglet,rects,getdbits_fw_True,32372,25405,6967
39,39,pyglet,rects,getdbits_fw_True,43004,38465,4539
40,40,pyglet,rects,getdbits_fw_True,21068,13969,7099
41,41,pyglet,rects,getdbits_fw_True,39652,16995,22657
42,42,pyglet,rects,getdbits_fw_True,60932,16995,43937
43,43,pyglet,rects,getdbits_fw_True,49512,16995,32517
44,44,pyglet,rects,getdbits_fw_True,43800,16995,26805
45,45,pyglet,rects,getdbits_fw_True,38980,31913,7067
