,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,bitblt_fw_True,84612,0,84612
1,1,javaswing,rects,bitblt_fw_True,88416,0,88416
2,2,javaswing,rects,bitblt_fw_True,97888,0,97888
3,3,javaswing,rects,bitblt_fw_True,89824,0,89824
4,4,javaswing,rects,bitblt_fw_True,97452,0,97452
5,5,javaswing,rects,bitblt_fw_True,87748,0,87748
6,6,javaswing,rects,bitblt_fw_True,345648,0,345648
7,7,javaswing,rects,bitblt_fw_True,218844,0,218844
8,8,javaswing,rects,bitblt_fw_True,74532,0,74532
9,9,javaswing,rects,bitblt_fw_True,92672,0,92672
10,10,javaswing,rects,bitblt_fw_True,81236,0,81236
11,11,javaswing,rects,bitblt_fw_True,94252,78322,15930
12,12,javaswing,rects,bitblt_fw_True,95228,78322,16906
13,13,javaswing,rects,bitblt_fw_True,83000,78322,4678
14,14,javaswing,rects,bitblt_fw_True,282752,78322,204430
15,15,javaswing,rects,bitblt_fw_True,85628,78322,7306
16,16,javaswing,rects,bitblt_fw_True,208348,188524,19824
17,17,javaswing,rects,bitblt_fw_True,73972,188524,-114552
18,18,javaswing,rects,bitblt_fw_True,67104,188524,-121420
19,19,javaswing,rects,bitblt_fw_True,88028,188524,-100496
20,20,javaswing,rects,bitblt_fw_True,121516,188524,-67008
21,21,javaswing,rects,bitblt_fw_True,76540,55393,21147
22,22,javaswing,rects,bitblt_fw_True,87696,83054,4642
23,23,javaswing,rects,bitblt_fw_True,67552,66614,938
24,24,javaswing,rects,bitblt_fw_True,87296,66614,20682
25,25,javaswing,rects,bitblt_fw_True,216152,66614,149538
26,26,javaswing,rects,bitblt_fw_True,84560,66614,17946
27,27,javaswing,rects,bitblt_fw_True,89644,66614,23030
28,28,javaswing,rects,bitblt_fw_True,75948,66614,9334
29,29,javaswing,rects,bitblt_fw_True,274496,253356,21140
30,30,javaswing,rects,bitblt_fw_True,83112,253356,-170244
31,31,javaswing,rects,bitblt_fw_True,96728,253356,-156628
32,32,javaswing,rects,bitblt_fw_True,76720,253356,-176636
33,33,javaswing,rects,bitblt_fw_True,60052,69333,-9281
34,34,javaswing,rects,bitblt_fw_True,259488,69333,190155
35,35,javaswing,rects,bitblt_fw_True,75604,69333,6271
36,36,javaswing,rects,bitblt_fw_True,281116,69333,211783
37,37,javaswing,rects,bitblt_fw_True,82808,69333,13475
38,38,javaswing,rects,bitblt_fw_True,77424,69333,8091
39,39,javaswing,rects,bitblt_fw_True,77900,69333,8567
40,40,javaswing,rects,bitblt_fw_True,76728,69333,7395
41,41,javaswing,rects,bitblt_fw_True,88172,69333,18839
42,42,javaswing,rects,bitblt_fw_True,88152,69333,18819
43,43,javaswing,rects,bitblt_fw_True,219404,69333,150071
