,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,getdbits_fw_False,85572,0,85572
1,1,javaswing,rects,getdbits_fw_False,96004,0,96004
2,2,javaswing,rects,getdbits_fw_False,87408,0,87408
3,3,javaswing,rects,getdbits_fw_False,86704,0,86704
4,4,javaswing,rects,getdbits_fw_False,88368,0,88368
5,5,javaswing,rects,getdbits_fw_False,72912,0,72912
6,6,javaswing,rects,getdbits_fw_False,92868,0,92868
7,7,javaswing,rects,getdbits_fw_False,98156,0,98156
8,8,javaswing,rects,getdbits_fw_False,141692,0,141692
9,9,javaswing,rects,getdbits_fw_False,95112,0,95112
10,10,javaswing,rects,getdbits_fw_False,82112,0,82112
11,11,javaswing,rects,getdbits_fw_False,88148,0,88148
12,12,javaswing,rects,getdbits_fw_False,95088,0,95088
13,13,javaswing,rects,getdbits_fw_False,85052,0,85052
14,14,javaswing,rects,getdbits_fw_False,312320,0,312320
15,15,javaswing,rects,getdbits_fw_False,69372,0,69372
16,16,javaswing,rects,getdbits_fw_False,83240,0,83240
17,17,javaswing,rects,getdbits_fw_False,147988,0,147988
18,18,javaswing,rects,getdbits_fw_False,88200,0,88200
19,19,javaswing,rects,getdbits_fw_False,85036,0,85036
20,20,javaswing,rects,getdbits_fw_False,86724,0,86724
21,21,javaswing,rects,getdbits_fw_False,86060,0,86060
22,22,javaswing,rects,getdbits_fw_False,126916,0,126916
23,23,javaswing,rects,getdbits_fw_False,91104,0,91104
24,24,javaswing,rects,getdbits_fw_False,88404,0,88404
25,25,javaswing,rects,getdbits_fw_False,98580,0,98580
26,26,javaswing,rects,getdbits_fw_False,152500,0,152500
27,27,javaswing,rects,getdbits_fw_False,85344,0,85344
28,28,javaswing,rects,getdbits_fw_False,87368,0,87368
29,29,javaswing,rects,getdbits_fw_False,83832,0,83832
30,30,javaswing,rects,getdbits_fw_False,63276,0,63276
31,31,javaswing,rects,getdbits_fw_False,90640,0,90640
32,32,javaswing,rects,getdbits_fw_False,71240,0,71240
33,33,javaswing,rects,getdbits_fw_False,88964,0,88964
34,34,javaswing,rects,getdbits_fw_False,89160,0,89160
