,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,default,bitblt_fw_True,55556,34427,21129
1,1,javaswing,default,bitblt_fw_True,46064,34427,11637
2,2,javaswing,default,bitblt_fw_True,42704,34427,8277
3,3,javaswing,default,bitblt_fw_True,44596,34427,10169
4,4,javaswing,default,bitblt_fw_True,50396,34427,15969
5,5,javaswing,default,bitblt_fw_True,54248,34427,19821
6,6,javaswing,default,bitblt_fw_True,54884,34427,20457
7,7,javaswing,default,bitblt_fw_True,48748,34427,14321
8,8,javaswing,default,bitblt_fw_True,53532,34427,19105
9,9,javaswing,default,bitblt_fw_True,44020,3864,40156
10,10,javaswing,default,bitblt_fw_True,57012,3864,53148
11,11,javaswing,default,bitblt_fw_True,50436,3864,46572
12,12,javaswing,default,bitblt_fw_True,53764,3864,49900
13,13,javaswing,default,bitblt_fw_True,45364,6983,38381
14,14,javaswing,default,bitblt_fw_True,56480,6983,49497
15,15,javaswing,default,bitblt_fw_True,265064,239433,25631
16,16,javaswing,default,bitblt_fw_True,49176,8989,40187
17,17,javaswing,default,bitblt_fw_True,48300,8976,39324
18,18,javaswing,default,bitblt_fw_True,46500,8976,37524
19,19,javaswing,default,bitblt_fw_True,46148,40403,5745
20,20,javaswing,default,bitblt_fw_True,48940,40403,8537
21,21,javaswing,default,bitblt_fw_True,43916,40403,3513
22,22,javaswing,default,bitblt_fw_True,59588,40403,19185
23,23,javaswing,default,bitblt_fw_True,48084,40403,7681
24,24,javaswing,default,bitblt_fw_True,53088,40403,12685
25,25,javaswing,default,bitblt_fw_True,52752,40403,12349
26,26,javaswing,default,bitblt_fw_True,43788,40403,3385
27,27,javaswing,default,bitblt_fw_True,45052,40403,4649
28,28,javaswing,default,bitblt_fw_True,58696,40403,18293
29,29,javaswing,default,bitblt_fw_True,47500,40403,7097
30,30,javaswing,default,bitblt_fw_True,50768,8980,41788
31,31,javaswing,default,bitblt_fw_True,55220,32911,22309
32,32,javaswing,default,bitblt_fw_True,49956,42850,7106
33,33,javaswing,default,bitblt_fw_True,55696,42850,12846
34,34,javaswing,default,bitblt_fw_True,52428,42850,9578
35,35,javaswing,default,bitblt_fw_True,48280,42850,5430
36,36,javaswing,default,bitblt_fw_True,46968,42850,4118
37,37,javaswing,default,bitblt_fw_True,55036,42850,12186
38,38,javaswing,default,bitblt_fw_True,58020,16957,41063
39,39,javaswing,default,bitblt_fw_True,56716,16957,39759
40,40,javaswing,default,bitblt_fw_True,56496,14965,41531
41,41,javaswing,default,bitblt_fw_True,49976,14965,35011
42,42,javaswing,default,bitblt_fw_True,44604,14965,29639
43,43,javaswing,default,bitblt_fw_True,57600,14965,42635
44,44,javaswing,default,bitblt_fw_True,279192,14965,264227
45,45,javaswing,default,bitblt_fw_True,48848,14965,33883
46,46,javaswing,default,bitblt_fw_True,53016,12003,41013
