,id,framework,complexity,program,ete,fw,diff
47,47,pyglet,default,getdbits_fw_True,35956,28922,7034
48,48,pyglet,default,getdbits_fw_True,39788,28922,10866
49,49,pyglet,default,getdbits_fw_True,34948,28922,6026
50,50,pyglet,default,getdbits_fw_True,40220,28922,11298
51,51,pyglet,default,getdbits_fw_True,36848,28918,7930
52,52,pyglet,default,getdbits_fw_True,35172,28918,6254
53,53,pyglet,default,getdbits_fw_True,34184,28918,5266
54,54,pyglet,default,getdbits_fw_True,30352,39612,-9260
55,55,pyglet,default,getdbits_fw_True,51776,39612,12164
56,56,pyglet,default,getdbits_fw_True,41692,39612,2080
57,57,pyglet,default,getdbits_fw_True,40656,51906,-11250
58,58,pyglet,default,getdbits_fw_True,32704,51906,-19202
59,59,pyglet,default,getdbits_fw_True,46708,51906,-5198
60,60,pyglet,default,getdbits_fw_True,31940,51906,-19966
61,61,pyglet,default,getdbits_fw_True,41328,51906,-10578
62,62,pyglet,default,getdbits_fw_True,46952,40889,6063
63,63,pyglet,default,getdbits_fw_True,38308,40889,-2581
64,64,pyglet,default,getdbits_fw_True,48952,40889,8063
65,65,pyglet,default,getdbits_fw_True,31940,40889,-8949
66,66,pyglet,default,getdbits_fw_True,43236,40889,2347
67,67,pyglet,default,getdbits_fw_True,41332,33908,7424
68,68,pyglet,default,getdbits_fw_True,42336,33908,8428
69,69,pyglet,default,getdbits_fw_True,35508,33908,1600
70,70,pyglet,default,getdbits_fw_True,40544,33908,6636
71,71,pyglet,default,getdbits_fw_True,34508,33908,600
72,72,pyglet,default,getdbits_fw_True,39200,33908,5292
73,73,pyglet,default,getdbits_fw_True,44912,33908,11004
74,74,pyglet,default,getdbits_fw_True,32388,24934,7454
75,75,pyglet,default,getdbits_fw_True,44036,24934,19102
76,76,pyglet,default,getdbits_fw_True,41888,24934,16954
77,77,pyglet,default,getdbits_fw_True,37072,12963,24109
78,78,pyglet,default,getdbits_fw_True,25656,35421,-9765
79,79,pyglet,default,getdbits_fw_True,51856,35421,16435
80,80,pyglet,default,getdbits_fw_True,36204,35421,783
81,81,pyglet,default,getdbits_fw_True,45368,35421,9947
82,82,pyglet,default,getdbits_fw_True,48612,42888,5724
83,83,pyglet,default,getdbits_fw_True,44580,37900,6680
84,84,pyglet,default,getdbits_fw_True,43932,35900,8032
85,85,pyglet,default,getdbits_fw_True,39672,35900,3772
86,86,pyglet,default,getdbits_fw_True,35620,35900,-280
87,87,pyglet,default,getdbits_fw_True,35852,35900,-48
88,88,pyglet,default,getdbits_fw_True,41560,35900,5660
89,89,pyglet,default,getdbits_fw_True,44128,35900,8228
90,90,pyglet,default,getdbits_fw_True,36420,35900,520
91,91,pyglet,default,getdbits_fw_True,36512,35900,612
92,92,pyglet,default,getdbits_fw_True,30488,23934,6554
93,93,pyglet,default,getdbits_fw_True,27888,23934,3954
94,94,pyglet,default,getdbits_fw_True,40004,33908,6096
95,95,pyglet,default,getdbits_fw_True,42472,33908,8564
96,96,pyglet,default,getdbits_fw_True,46252,33908,12344
97,97,pyglet,default,getdbits_fw_True,34948,33908,1040
98,98,pyglet,default,getdbits_fw_True,34964,27928,7036
99,99,pyglet,default,getdbits_fw_True,35752,27928,7824
