,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,bitblt_fw_False,94576,0,94576
1,1,javaswing,rects,bitblt_fw_False,83012,0,83012
2,2,javaswing,rects,bitblt_fw_False,80892,0,80892
3,3,javaswing,rects,bitblt_fw_False,100464,0,100464
4,4,javaswing,rects,bitblt_fw_False,96124,0,96124
5,5,javaswing,rects,bitblt_fw_False,106348,0,106348
6,6,javaswing,rects,bitblt_fw_False,82008,0,82008
7,7,javaswing,rects,bitblt_fw_False,141404,0,141404
8,8,javaswing,rects,bitblt_fw_False,86856,0,86856
9,9,javaswing,rects,bitblt_fw_False,90536,0,90536
10,10,javaswing,rects,bitblt_fw_False,80472,0,80472
11,11,javaswing,rects,bitblt_fw_False,84388,0,84388
12,12,javaswing,rects,bitblt_fw_False,94220,0,94220
13,13,javaswing,rects,bitblt_fw_False,88480,0,88480
14,14,javaswing,rects,bitblt_fw_False,78880,0,78880
15,15,javaswing,rects,bitblt_fw_False,74592,0,74592
16,16,javaswing,rects,bitblt_fw_False,132528,0,132528
17,17,javaswing,rects,bitblt_fw_False,91528,0,91528
18,18,javaswing,rects,bitblt_fw_False,93660,0,93660
19,19,javaswing,rects,bitblt_fw_False,79980,0,79980
20,20,javaswing,rects,bitblt_fw_False,97052,0,97052
21,21,javaswing,rects,bitblt_fw_False,87636,0,87636
22,22,javaswing,rects,bitblt_fw_False,128640,0,128640
23,23,javaswing,rects,bitblt_fw_False,96928,0,96928
24,24,javaswing,rects,bitblt_fw_False,82704,0,82704
25,25,javaswing,rects,bitblt_fw_False,150912,0,150912
26,26,javaswing,rects,bitblt_fw_False,87852,0,87852
27,27,javaswing,rects,bitblt_fw_False,70680,0,70680
28,28,javaswing,rects,bitblt_fw_False,92176,0,92176
29,29,javaswing,rects,bitblt_fw_False,148312,0,148312
30,30,javaswing,rects,bitblt_fw_False,100528,0,100528
31,31,javaswing,rects,bitblt_fw_False,83440,0,83440
32,32,javaswing,rects,bitblt_fw_False,89544,0,89544
33,33,javaswing,rects,bitblt_fw_False,92512,0,92512
34,34,javaswing,rects,bitblt_fw_False,146908,0,146908
35,35,javaswing,rects,bitblt_fw_False,97152,0,97152
36,36,javaswing,rects,bitblt_fw_False,80020,0,80020
37,37,javaswing,rects,bitblt_fw_False,98232,0,98232
38,38,javaswing,rects,bitblt_fw_False,88704,0,88704
39,39,javaswing,rects,bitblt_fw_False,92676,0,92676
40,40,javaswing,rects,bitblt_fw_False,83996,0,83996
41,41,javaswing,rects,bitblt_fw_False,81584,0,81584
42,42,javaswing,rects,bitblt_fw_False,78104,0,78104
43,43,javaswing,rects,bitblt_fw_False,143756,0,143756
44,44,javaswing,rects,bitblt_fw_False,87472,0,87472
45,45,javaswing,rects,bitblt_fw_False,294188,0,294188
46,46,javaswing,rects,bitblt_fw_False,60948,0,60948
47,47,javaswing,rects,bitblt_fw_False,59488,0,59488
48,48,javaswing,rects,bitblt_fw_False,97268,0,97268
49,49,javaswing,rects,bitblt_fw_False,94924,0,94924
50,50,javaswing,rects,bitblt_fw_False,85912,0,85912
51,51,javaswing,rects,bitblt_fw_False,86028,0,86028
52,52,javaswing,rects,bitblt_fw_False,136300,0,136300
53,53,javaswing,rects,bitblt_fw_False,93240,0,93240
54,54,javaswing,rects,bitblt_fw_False,81984,0,81984
55,55,javaswing,rects,bitblt_fw_False,87036,0,87036
56,56,javaswing,rects,bitblt_fw_False,97944,0,97944
57,57,javaswing,rects,bitblt_fw_False,81208,0,81208
58,58,javaswing,rects,bitblt_fw_False,82448,0,82448
59,59,javaswing,rects,bitblt_fw_False,93532,0,93532
60,60,javaswing,rects,bitblt_fw_False,269984,0,269984
61,61,javaswing,rects,bitblt_fw_False,153508,0,153508
62,62,javaswing,rects,bitblt_fw_False,84348,0,84348
63,63,javaswing,rects,bitblt_fw_False,99684,0,99684
64,64,javaswing,rects,bitblt_fw_False,94584,0,94584
65,65,javaswing,rects,bitblt_fw_False,87840,0,87840
66,66,javaswing,rects,bitblt_fw_False,86632,0,86632
67,67,javaswing,rects,bitblt_fw_False,90500,0,90500
68,68,javaswing,rects,bitblt_fw_False,283644,0,283644
69,69,javaswing,rects,bitblt_fw_False,86912,0,86912
70,70,javaswing,rects,bitblt_fw_False,112292,0,112292
71,71,javaswing,rects,bitblt_fw_False,87712,0,87712
72,72,javaswing,rects,bitblt_fw_False,83824,0,83824
73,73,javaswing,rects,bitblt_fw_False,85136,0,85136
74,74,javaswing,rects,bitblt_fw_False,98236,0,98236
75,75,javaswing,rects,bitblt_fw_False,89624,0,89624
76,76,javaswing,rects,bitblt_fw_False,82260,0,82260
77,77,javaswing,rects,bitblt_fw_False,88484,0,88484
78,78,javaswing,rects,bitblt_fw_False,91100,0,91100
79,79,javaswing,rects,bitblt_fw_False,84588,0,84588
80,80,javaswing,rects,bitblt_fw_False,139392,0,139392
81,81,javaswing,rects,bitblt_fw_False,81916,0,81916
82,82,javaswing,rects,bitblt_fw_False,86172,0,86172
83,83,javaswing,rects,bitblt_fw_False,295648,0,295648
84,84,javaswing,rects,bitblt_fw_False,94920,0,94920
85,85,javaswing,rects,bitblt_fw_False,81468,0,81468
86,86,javaswing,rects,bitblt_fw_False,94148,0,94148
87,87,javaswing,rects,bitblt_fw_False,94532,0,94532
88,88,javaswing,rects,bitblt_fw_False,85568,0,85568
89,89,javaswing,rects,bitblt_fw_False,141764,0,141764
90,90,javaswing,rects,bitblt_fw_False,98956,0,98956
91,91,javaswing,rects,bitblt_fw_False,93304,0,93304
92,92,javaswing,rects,bitblt_fw_False,81424,0,81424
93,93,javaswing,rects,bitblt_fw_False,102368,0,102368
94,94,javaswing,rects,bitblt_fw_False,100976,0,100976
95,95,javaswing,rects,bitblt_fw_False,83676,0,83676
96,96,javaswing,rects,bitblt_fw_False,94708,0,94708
97,97,javaswing,rects,bitblt_fw_False,89660,0,89660
98,98,javaswing,rects,bitblt_fw_False,160536,0,160536
99,99,javaswing,rects,bitblt_fw_False,77644,0,77644
