,id,framework,complexity,program,ete,fw,diff
34,34,javaswing,default,getdbits_fw_True,49952,36906,13046
35,35,javaswing,default,getdbits_fw_True,57604,34920,22684
36,36,javaswing,default,getdbits_fw_True,51860,34920,16940
37,37,javaswing,default,getdbits_fw_True,173040,34920,138120
38,38,javaswing,default,getdbits_fw_True,48276,7980,40296
39,39,javaswing,default,getdbits_fw_True,49728,7980,41748
40,40,javaswing,default,getdbits_fw_True,41100,7980,33120
41,41,javaswing,default,getdbits_fw_True,49856,7980,41876
42,42,javaswing,default,getdbits_fw_True,59504,7980,51524
43,43,javaswing,default,getdbits_fw_True,52672,7980,44692
44,44,javaswing,default,getdbits_fw_True,47380,7980,39400
45,45,javaswing,default,getdbits_fw_True,258952,7980,250972
46,46,javaswing,default,getdbits_fw_True,51524,11968,39556
47,47,javaswing,default,getdbits_fw_True,50664,11968,38696
48,48,javaswing,default,getdbits_fw_True,46164,11968,34196
49,49,javaswing,default,getdbits_fw_True,59812,11968,47844
50,50,javaswing,default,getdbits_fw_True,49620,11968,37652
51,51,javaswing,default,getdbits_fw_True,58580,11968,46612
52,52,javaswing,default,getdbits_fw_True,133024,11968,121056
53,53,javaswing,default,getdbits_fw_True,45932,4985,40947
54,54,javaswing,default,getdbits_fw_True,46612,4985,41627
55,55,javaswing,default,getdbits_fw_True,43032,4985,38047
56,56,javaswing,default,getdbits_fw_True,55028,4985,50043
57,57,javaswing,default,getdbits_fw_True,45384,4985,40399
58,58,javaswing,default,getdbits_fw_True,37212,4985,32227
59,59,javaswing,default,getdbits_fw_True,59580,4985,54595
60,60,javaswing,default,getdbits_fw_True,53648,12966,40682
61,61,javaswing,default,getdbits_fw_True,262656,12966,249690
62,62,javaswing,default,getdbits_fw_True,51320,12966,38354
63,63,javaswing,default,getdbits_fw_True,51436,12966,38470
64,64,javaswing,default,getdbits_fw_True,48516,12966,35550
65,65,javaswing,default,getdbits_fw_True,57600,50708,6892
66,66,javaswing,default,getdbits_fw_True,55996,50708,5288
67,67,javaswing,default,getdbits_fw_True,58588,50708,7880
68,68,javaswing,default,getdbits_fw_True,59700,50708,8992
69,69,javaswing,default,getdbits_fw_True,47932,6495,41437
70,70,javaswing,default,getdbits_fw_True,57692,6495,51197
71,71,javaswing,default,getdbits_fw_True,53652,12966,40686
72,72,javaswing,default,getdbits_fw_True,55108,12966,42142
73,73,javaswing,default,getdbits_fw_True,100692,12966,87726
74,74,javaswing,default,getdbits_fw_True,51968,12966,39002
75,75,javaswing,default,getdbits_fw_True,45264,37418,7846
76,76,javaswing,default,getdbits_fw_True,50308,9975,40333
77,77,javaswing,default,getdbits_fw_True,60032,9975,50057
78,78,javaswing,default,getdbits_fw_True,46812,9975,36837
79,79,javaswing,default,getdbits_fw_True,48724,9975,38749
80,80,javaswing,default,getdbits_fw_True,45604,9975,35629
81,81,javaswing,default,getdbits_fw_True,135076,9975,125101
82,82,javaswing,default,getdbits_fw_True,44264,9975,34289
83,83,javaswing,default,getdbits_fw_True,56588,16473,40115
84,84,javaswing,default,getdbits_fw_True,47600,16473,31127
85,85,javaswing,default,getdbits_fw_True,60740,20937,39803
86,86,javaswing,default,getdbits_fw_True,46624,20937,25687
87,87,javaswing,default,getdbits_fw_True,54548,20937,33611
88,88,javaswing,default,getdbits_fw_True,45136,20937,24199
89,89,javaswing,default,getdbits_fw_True,43680,36164,7516
90,90,javaswing,default,getdbits_fw_True,45468,36164,9304
91,91,javaswing,default,getdbits_fw_True,50212,36164,14048
92,92,javaswing,default,getdbits_fw_True,49192,36164,13028
93,93,javaswing,default,getdbits_fw_True,52980,36164,16816
94,94,javaswing,default,getdbits_fw_True,46500,36164,10336
95,95,javaswing,default,getdbits_fw_True,52664,11018,41646
96,96,javaswing,default,getdbits_fw_True,49396,8979,40417
97,97,javaswing,default,getdbits_fw_True,52532,8979,43553
98,98,javaswing,default,getdbits_fw_True,57816,8979,48837
99,99,javaswing,default,getdbits_fw_True,45504,8979,36525
