,id,framework,complexity,program,ete,fw,diff
0,0,javaswing,rects,getpixel_fw_False,99608,0,99608
1,1,javaswing,rects,getpixel_fw_False,74752,0,74752
2,2,javaswing,rects,getpixel_fw_False,89648,0,89648
3,3,javaswing,rects,getpixel_fw_False,87844,0,87844
4,4,javaswing,rects,getpixel_fw_False,85168,0,85168
5,5,javaswing,rects,getpixel_fw_False,76840,0,76840
6,6,javaswing,rects,getpixel_fw_False,152616,0,152616
7,7,javaswing,rects,getpixel_fw_False,303068,0,303068
8,8,javaswing,rects,getpixel_fw_False,52780,0,52780
9,9,javaswing,rects,getpixel_fw_False,94644,0,94644
10,10,javaswing,rects,getpixel_fw_False,90656,0,90656
11,11,javaswing,rects,getpixel_fw_False,96260,0,96260
12,12,javaswing,rects,getpixel_fw_False,92960,0,92960
13,13,javaswing,rects,getpixel_fw_False,88936,0,88936
14,14,javaswing,rects,getpixel_fw_False,93224,0,93224
15,15,javaswing,rects,getpixel_fw_False,258140,0,258140
16,16,javaswing,rects,getpixel_fw_False,88256,0,88256
17,17,javaswing,rects,getpixel_fw_False,96264,0,96264
18,18,javaswing,rects,getpixel_fw_False,96320,0,96320
19,19,javaswing,rects,getpixel_fw_False,97456,0,97456
20,20,javaswing,rects,getpixel_fw_False,104836,0,104836
21,21,javaswing,rects,getpixel_fw_False,85232,0,85232
22,22,javaswing,rects,getpixel_fw_False,87304,0,87304
23,23,javaswing,rects,getpixel_fw_False,82320,0,82320
24,24,javaswing,rects,getpixel_fw_False,136916,0,136916
25,25,javaswing,rects,getpixel_fw_False,85580,0,85580
26,26,javaswing,rects,getpixel_fw_False,91764,0,91764
27,27,javaswing,rects,getpixel_fw_False,89660,0,89660
28,28,javaswing,rects,getpixel_fw_False,90828,0,90828
29,29,javaswing,rects,getpixel_fw_False,288300,0,288300
30,30,javaswing,rects,getpixel_fw_False,108384,0,108384
31,31,javaswing,rects,getpixel_fw_False,90672,0,90672
32,32,javaswing,rects,getpixel_fw_False,111392,0,111392
33,33,javaswing,rects,getpixel_fw_False,146684,0,146684
34,34,javaswing,rects,getpixel_fw_False,100236,0,100236
35,35,javaswing,rects,getpixel_fw_False,99236,0,99236
36,36,javaswing,rects,getpixel_fw_False,79568,0,79568
37,37,javaswing,rects,getpixel_fw_False,81248,0,81248
38,38,javaswing,rects,getpixel_fw_False,98220,0,98220
39,39,javaswing,rects,getpixel_fw_False,84716,0,84716
40,40,javaswing,rects,getpixel_fw_False,98896,0,98896
41,41,javaswing,rects,getpixel_fw_False,86700,0,86700
42,42,javaswing,rects,getpixel_fw_False,155632,0,155632
43,43,javaswing,rects,getpixel_fw_False,83448,0,83448
44,44,javaswing,rects,getpixel_fw_False,92068,0,92068
45,45,javaswing,rects,getpixel_fw_False,257812,0,257812
46,46,javaswing,rects,getpixel_fw_False,79888,0,79888
47,47,javaswing,rects,getpixel_fw_False,87248,0,87248
48,48,javaswing,rects,getpixel_fw_False,94128,0,94128
49,49,javaswing,rects,getpixel_fw_False,93344,0,93344
50,50,javaswing,rects,getpixel_fw_False,99972,0,99972
51,51,javaswing,rects,getpixel_fw_False,149436,0,149436
52,52,javaswing,rects,getpixel_fw_False,82476,0,82476
53,53,javaswing,rects,getpixel_fw_False,88592,0,88592
54,54,javaswing,rects,getpixel_fw_False,85044,0,85044
55,55,javaswing,rects,getpixel_fw_False,90052,0,90052
56,56,javaswing,rects,getpixel_fw_False,94932,0,94932
57,57,javaswing,rects,getpixel_fw_False,104516,0,104516
58,58,javaswing,rects,getpixel_fw_False,91848,0,91848
59,59,javaswing,rects,getpixel_fw_False,97000,0,97000
60,60,javaswing,rects,getpixel_fw_False,139944,0,139944
61,61,javaswing,rects,getpixel_fw_False,82884,0,82884
62,62,javaswing,rects,getpixel_fw_False,102080,0,102080
63,63,javaswing,rects,getpixel_fw_False,91548,0,91548
64,64,javaswing,rects,getpixel_fw_False,96376,0,96376
65,65,javaswing,rects,getpixel_fw_False,95144,0,95144
66,66,javaswing,rects,getpixel_fw_False,87928,0,87928
67,67,javaswing,rects,getpixel_fw_False,79796,0,79796
68,68,javaswing,rects,getpixel_fw_False,90996,0,90996
69,69,javaswing,rects,getpixel_fw_False,96440,0,96440
70,70,javaswing,rects,getpixel_fw_False,152688,0,152688
71,71,javaswing,rects,getpixel_fw_False,107024,0,107024
72,72,javaswing,rects,getpixel_fw_False,80796,0,80796
73,73,javaswing,rects,getpixel_fw_False,83912,0,83912
74,74,javaswing,rects,getpixel_fw_False,79644,0,79644
75,75,javaswing,rects,getpixel_fw_False,100704,0,100704
76,76,javaswing,rects,getpixel_fw_False,84500,0,84500
77,77,javaswing,rects,getpixel_fw_False,90096,0,90096
78,78,javaswing,rects,getpixel_fw_False,79888,0,79888
79,79,javaswing,rects,getpixel_fw_False,142156,0,142156
80,80,javaswing,rects,getpixel_fw_False,82656,0,82656
81,81,javaswing,rects,getpixel_fw_False,96356,0,96356
82,82,javaswing,rects,getpixel_fw_False,79188,0,79188
83,83,javaswing,rects,getpixel_fw_False,96100,0,96100
84,84,javaswing,rects,getpixel_fw_False,82792,0,82792
85,85,javaswing,rects,getpixel_fw_False,268684,0,268684
86,86,javaswing,rects,getpixel_fw_False,81424,0,81424
87,87,javaswing,rects,getpixel_fw_False,91528,0,91528
88,88,javaswing,rects,getpixel_fw_False,143060,0,143060
89,89,javaswing,rects,getpixel_fw_False,92236,0,92236
90,90,javaswing,rects,getpixel_fw_False,96612,0,96612
91,91,javaswing,rects,getpixel_fw_False,99176,0,99176
92,92,javaswing,rects,getpixel_fw_False,292644,0,292644
93,93,javaswing,rects,getpixel_fw_False,91844,0,91844
94,94,javaswing,rects,getpixel_fw_False,83380,0,83380
95,95,javaswing,rects,getpixel_fw_False,85128,0,85128
96,96,javaswing,rects,getpixel_fw_False,95984,0,95984
97,97,javaswing,rects,getpixel_fw_False,152064,0,152064
98,98,javaswing,rects,getpixel_fw_False,96836,0,96836
99,99,javaswing,rects,getpixel_fw_False,109436,0,109436
