,id,framework,complexity,program,ete,fw,diff
71,71,javaswing,default,getdbits_fw_False,58032,0,58032
72,72,javaswing,default,getdbits_fw_False,53760,0,53760
73,73,javaswing,default,getdbits_fw_False,54108,0,54108
74,74,javaswing,default,getdbits_fw_False,54008,0,54008
75,75,javaswing,default,getdbits_fw_False,50416,0,50416
76,76,javaswing,default,getdbits_fw_False,48048,0,48048
77,77,javaswing,default,getdbits_fw_False,62552,0,62552
78,78,javaswing,default,getdbits_fw_False,62648,0,62648
79,79,javaswing,default,getdbits_fw_False,51076,0,51076
80,80,javaswing,default,getdbits_fw_False,50980,0,50980
81,81,javaswing,default,getdbits_fw_False,50996,0,50996
82,82,javaswing,default,getdbits_fw_False,50864,0,50864
83,83,javaswing,default,getdbits_fw_False,62160,0,62160
84,84,javaswing,default,getdbits_fw_False,49508,0,49508
85,85,javaswing,default,getdbits_fw_False,60380,0,60380
86,86,javaswing,default,getdbits_fw_False,28128,0,28128
87,87,javaswing,default,getdbits_fw_False,62160,0,62160
88,88,javaswing,default,getdbits_fw_False,52768,0,52768
89,89,javaswing,default,getdbits_fw_False,49752,0,49752
90,90,javaswing,default,getdbits_fw_False,60252,0,60252
91,91,javaswing,default,getdbits_fw_False,56336,0,56336
92,92,javaswing,default,getdbits_fw_False,54244,0,54244
93,93,javaswing,default,getdbits_fw_False,50740,0,50740
94,94,javaswing,default,getdbits_fw_False,51516,0,51516
95,95,javaswing,default,getdbits_fw_False,55776,0,55776
96,96,javaswing,default,getdbits_fw_False,60160,0,60160
97,97,javaswing,default,getdbits_fw_False,52888,0,52888
98,98,javaswing,default,getdbits_fw_False,56228,0,56228
99,99,javaswing,default,getdbits_fw_False,35392,0,35392
