,id,framework,complexity,program,ete,fw,diff
0,0,pyglet,default,bitblt_fw_True,36980,0,36980
1,1,pyglet,default,bitblt_fw_True,32260,24934,7326
2,2,pyglet,default,bitblt_fw_True,37532,30933,6599
3,3,pyglet,default,bitblt_fw_True,33172,30933,2239
4,4,pyglet,default,bitblt_fw_True,27900,30933,-3033
5,5,pyglet,default,bitblt_fw_True,32700,30933,1767
6,6,pyglet,default,bitblt_fw_True,36652,12964,23688
7,7,pyglet,default,bitblt_fw_True,42700,37898,4802
8,8,pyglet,default,bitblt_fw_True,33268,26929,6339
9,9,pyglet,default,bitblt_fw_True,44476,39894,4582
10,10,pyglet,default,bitblt_fw_True,44260,39894,4366
11,11,pyglet,default,bitblt_fw_True,46596,39894,6702
12,12,pyglet,default,bitblt_fw_True,34184,39894,-5710
13,13,pyglet,default,bitblt_fw_True,52304,39894,12410
14,14,pyglet,default,bitblt_fw_True,23744,39894,-16150
15,15,pyglet,default,bitblt_fw_True,49204,39894,9310
16,16,pyglet,default,bitblt_fw_True,30128,39894,-9766
17,17,pyglet,default,bitblt_fw_True,31364,39894,-8530
18,18,pyglet,default,bitblt_fw_True,46816,42403,4413
19,19,pyglet,default,bitblt_fw_True,42824,38897,3927
20,20,pyglet,default,bitblt_fw_True,44264,38897,5367
21,21,pyglet,default,bitblt_fw_True,41328,38897,2431
22,22,pyglet,default,bitblt_fw_True,40100,38897,1203
23,23,pyglet,default,bitblt_fw_True,32392,38897,-6505
24,24,pyglet,default,bitblt_fw_True,29244,38897,-9653
25,25,pyglet,default,bitblt_fw_True,30140,38897,-8757
26,26,pyglet,default,bitblt_fw_True,43352,38897,4455
27,27,pyglet,default,bitblt_fw_True,31932,25934,5998
28,28,pyglet,default,bitblt_fw_True,35056,25934,9122
29,29,pyglet,default,bitblt_fw_True,26212,25934,278
30,30,pyglet,default,bitblt_fw_True,26884,21456,5428
31,31,pyglet,default,bitblt_fw_True,44468,21456,23012
32,32,pyglet,default,bitblt_fw_True,27784,21456,6328
33,33,pyglet,default,bitblt_fw_True,31468,21456,10012
34,34,pyglet,default,bitblt_fw_True,51560,44879,6681
35,35,pyglet,default,bitblt_fw_True,39760,44879,-5119
36,36,pyglet,default,bitblt_fw_True,44040,44879,-839
37,37,pyglet,default,bitblt_fw_True,33052,44879,-11827
38,38,pyglet,default,bitblt_fw_True,25312,44879,-19567
39,39,pyglet,default,bitblt_fw_True,29240,44879,-15639
40,40,pyglet,default,bitblt_fw_True,44384,37897,6487
41,41,pyglet,default,bitblt_fw_True,39760,37897,1863
42,42,pyglet,default,bitblt_fw_True,36312,37897,-1585
43,43,pyglet,default,bitblt_fw_True,28788,37897,-9109
44,44,pyglet,default,bitblt_fw_True,46260,41407,4853
45,45,pyglet,default,bitblt_fw_True,49952,41407,8545
46,46,pyglet,default,bitblt_fw_True,21068,41407,-20339
47,47,pyglet,default,bitblt_fw_True,34636,27959,6677
48,48,pyglet,default,bitblt_fw_True,24320,53857,-29537
49,49,pyglet,default,bitblt_fw_True,29680,53857,-24177
50,50,pyglet,default,bitblt_fw_True,25544,53857,-28313
51,51,pyglet,default,bitblt_fw_True,33268,42885,-9617
52,52,pyglet,default,bitblt_fw_True,33848,42885,-9037
53,53,pyglet,default,bitblt_fw_True,42780,42885,-105
54,54,pyglet,default,bitblt_fw_True,36512,42885,-6373
55,55,pyglet,default,bitblt_fw_True,43704,42885,819
56,56,pyglet,default,bitblt_fw_True,35760,42885,-7125
57,57,pyglet,default,bitblt_fw_True,40096,42885,-2789
58,58,pyglet,default,bitblt_fw_True,45728,42885,2843
59,59,pyglet,default,bitblt_fw_True,40884,42885,-2001
60,60,pyglet,default,bitblt_fw_True,35644,42885,-7241
61,61,pyglet,default,bitblt_fw_True,25760,42885,-17125
62,62,pyglet,default,bitblt_fw_True,31156,42885,-11729
63,63,pyglet,default,bitblt_fw_True,29808,42885,-13077
64,64,pyglet,default,bitblt_fw_True,36764,42885,-6121
65,65,pyglet,default,bitblt_fw_True,29692,42885,-13193
66,66,pyglet,default,bitblt_fw_True,33492,42885,-9393
67,67,pyglet,default,bitblt_fw_True,29244,42885,-13641
68,68,pyglet,default,bitblt_fw_True,25332,42885,-17553
69,69,pyglet,default,bitblt_fw_True,26772,42885,-16113
70,70,pyglet,default,bitblt_fw_True,32504,42885,-10381
71,71,pyglet,default,bitblt_fw_True,29704,42885,-13181
72,72,pyglet,default,bitblt_fw_True,26436,42885,-16449
73,73,pyglet,default,bitblt_fw_True,36396,42885,-6489
74,74,pyglet,default,bitblt_fw_True,46952,42885,4067
75,75,pyglet,default,bitblt_fw_True,33504,42885,-9381
76,76,pyglet,default,bitblt_fw_True,41012,35908,5104
77,77,pyglet,default,bitblt_fw_True,38760,35908,2852
78,78,pyglet,default,bitblt_fw_True,37188,35908,1280
79,79,pyglet,default,bitblt_fw_True,37320,35908,1412
80,80,pyglet,default,bitblt_fw_True,35056,35908,-852
81,81,pyglet,default,bitblt_fw_True,35392,35908,-516
82,82,pyglet,default,bitblt_fw_True,35196,35908,-712
83,83,pyglet,default,bitblt_fw_True,40668,35908,4760
84,84,pyglet,default,bitblt_fw_True,42564,19942,22622
85,85,pyglet,default,bitblt_fw_True,31828,24934,6894
86,86,pyglet,default,bitblt_fw_True,38888,24934,13954
87,87,pyglet,default,bitblt_fw_True,23184,16957,6227
88,88,pyglet,default,bitblt_fw_True,35396,48995,-13599
89,89,pyglet,default,bitblt_fw_True,23300,48995,-25695
90,90,pyglet,default,bitblt_fw_True,22624,48995,-26371
91,91,pyglet,default,bitblt_fw_True,28128,19947,8181
92,92,pyglet,default,bitblt_fw_True,31936,19947,11989
93,93,pyglet,default,bitblt_fw_True,21516,19947,1569
94,94,pyglet,default,bitblt_fw_True,32832,19947,12885
95,95,pyglet,default,bitblt_fw_True,41016,17952,23064
96,96,pyglet,default,bitblt_fw_True,35752,17952,17800
97,97,pyglet,default,bitblt_fw_True,28132,17952,10180
98,98,pyglet,default,bitblt_fw_True,23972,17952,6020
99,99,pyglet,default,bitblt_fw_True,28464,17952,10512
